"Date","Price"
2020-10-15,188.498355019962
2020-10-16,146.488071584356
2020-10-19,138.08601258687
2020-10-20,133.337022216472
2020-10-21,130.779875332693
2020-10-22,131.510482127015
2020-10-23,126.030884962295
2020-10-26,113.97575733772
2020-10-27,118.724747708118
2020-10-28,115.802285875351
2020-10-29,114.706364132042
2020-10-30,103.747158250776
2020-11-02,104.843079994085
2020-11-03,111.053295504953
2020-11-04,108.861452018335
2020-11-05,119.820657899601
2020-11-06,118.359432759131
2020-11-09,119.090051105279
2020-11-10,122.743119732367
2020-11-11,119.820657899601
2020-11-12,115.071679081029
2020-11-13,116.89820761866
2020-11-16,125.300266616147
2020-11-17,131.145178729854
2020-11-18,132.606403870324
2020-11-19,131.510482127015
2020-11-20,134.798247356942
2020-11-23,131.510482127015
2020-11-24,132.241100473163
2020-11-25,127.126806705604
2020-11-26,128.588031846074
2020-11-27,130.049256986544
2020-11-30,131.145178729854
2020-12-01,132.241100473163
2020-12-02,132.971707267485
2020-12-03,138.451315984031
2020-12-04,136.990090843561
2020-12-07,131.875785524176
2020-12-08,132.971707267485
2020-12-09,131.510482127015
2020-12-10,132.606403870324
2020-12-11,131.875785524176
2020-12-14,128.222716897087
2020-12-15,125.665570013308
2020-12-16,126.396188359456
2020-12-17,117.99412936197
2020-12-18,118.359432759131
2020-12-21,115.802285875351
2020-12-22,112.879835594411
2020-12-23,111.783913851102
2020-12-24,115.43698247819
2020-12-28,114.341060734881
2020-12-29,115.802285875351
2020-12-30,116.89820761866
2021-01-04,115.43698247819
2021-01-05,115.802285875351
2021-01-06,115.802285875351
2021-01-07,114.706364132042
2021-01-08,117.263511015821
2021-01-11,112.879835594411
2021-01-12,112.149217248263
2021-01-13,123.108423129528
2021-01-14,121.281894591897
2021-01-15,114.706364132042
2021-01-18,120.91657964291
2021-01-19,126.761491756617
2021-01-20,128.588031846074
2021-01-21,126.396188359456
2021-01-22,140.643159470649
2021-01-25,148.679903519148
2021-01-26,153.794208838533
2021-01-27,151.602365351915
2021-01-28,160.735031143723
2021-01-29,149.410521865296
2021-02-01,158.908502606092
2021-02-02,169.867708487358
2021-02-03,169.867708487358
2021-02-04,176.443227395387
2021-02-05,177.539149138696
2021-02-08,179.365689228153
2021-02-09,168.771786744049
2021-02-10,169.13709014121
2021-02-15,165.484021514121
2021-02-16,181.192217765784
2021-02-17,181.922836111933
2021-02-18,176.443227395387
2021-02-19,171.328933627828
2021-02-22,165.849336463108
2021-02-23,166.945258206417
2021-02-24,154.159512235694
2021-02-25,154.890130581842
2021-02-26,150.871747005767
2021-03-02,151.237061954754
2021-03-03,155.255433979003
2021-03-04,155.620737376164
2021-03-05,151.602365351915
2021-03-08,151.967668749076
2021-03-09,146.122756635369
2021-03-10,141.00846286781
2021-03-11,154.524815632855
2021-03-12,166.57994325743
2021-03-15,159.273806003253
2021-03-16,160.004424349401
2021-03-17,168.771786744049
2021-03-18,170.963630230667
2021-03-19,165.11871811696
2021-03-22,168.0411683979
2021-03-23,162.19626783602
2021-03-24,160.004424349401
2021-03-25,172.059551973976
2021-03-26,176.808542344374
2021-03-29,172.790158768298
2021-03-30,177.173845741535
2021-03-31,177.539149138696
2021-04-01,174.616698857755
2021-04-02,177.539149138696
2021-04-05,181.192217765784
2021-04-06,189.22897336611
2021-04-07,201.649415939672
2021-04-08,195.073885479817
2021-04-09,188.498355019962
2021-04-12,184.479982995712
2021-04-13,184.479982995712
2021-04-14,172.059551973976
2021-04-15,182.653454458081
2021-04-16,184.089900931539
2021-04-19,178.545024397457
2021-04-20,178.914682833062
2021-04-21,178.914682833062
2021-04-22,188.525802158805
2021-04-23,191.113411208044
2021-04-26,191.483069643649
2021-04-27,189.265119030016
2021-04-28,180.393316575484
2021-04-29,180.023658139879
2021-04-30,179.653999704273
2021-05-03,174.848440041402
2021-05-04,177.066390655035
2021-05-06,185.568534673961
2021-05-07,186.677509980778
2021-05-10,191.113411208044
2021-05-11,191.483069643649
2021-05-12,181.871950317906
2021-05-13,177.805707526246
2021-05-14,179.284341268668
2021-05-17,183.720242495934
2021-05-18,192.592044950466
2021-05-20,196.658287742126
2021-05-21,193.331361821677
2021-05-24,194.809995564099
2021-05-25,192.592044950466
2021-05-26,191.483069643649
2021-05-27,187.047168416383
2021-05-28,192.961703386071
2021-05-31,195.918970870915
2021-06-01,192.961703386071
2021-06-02,194.809995564099
2021-06-03,199.245896791365
2021-06-04,196.658287742126
2021-06-07,196.288629306521
2021-06-08,195.918970870915
2021-06-09,193.701020257282
2021-06-10,201.463847404998
2021-06-11,203.681798018631
2021-06-14,208.487357681502
2021-06-15,213.662575779979
2021-06-16,215.880526393612
2021-06-17,219.577110749667
2021-06-18,231.406180689043
2021-06-21,227.709596332988
2021-06-22,239.90832470797
2021-06-23,237.690374094337
2021-06-24,238.060032529942
2021-06-25,232.145497560254
2021-06-28,230.666863817832
2021-06-29,213.662575779979
2021-06-30,216.250184829218
2021-07-01,223.273695105722
2021-07-02,224.013011976933
2021-07-05,226.600621026172
2021-07-06,223.273695105722
2021-07-07,219.946769185273
2021-07-08,217.359160136034
2021-07-09,227.709596332988
2021-07-12,226.970279461777
2021-07-13,228.448913204199
2021-07-14,235.842081916309
2021-07-15,236.211740351915
2021-07-16,234.733106609493
2021-07-19,232.884814431465
2021-07-20,226.230962590566
2021-07-21,220.686086056484
2021-07-22,222.904036670117
2021-07-23,224.013011976933
2021-07-26,221.055744492089
2021-07-27,220.686086056484
2021-07-28,221.055744492089
2021-07-29,219.577110749667
2021-07-30,214.032234215585
2021-08-02,217.72881857164
2021-08-03,215.510867958007
2021-08-04,218.468135442851
2021-08-05,220.686086056484
2021-08-06,229.18823007541
2021-08-09,227.709596332988
2021-08-10,231.775839124649
2021-08-11,222.534378234511
2021-08-12,224.382670412539
2021-08-13,221.055744492089
2021-08-17,215.510867958007
2021-08-18,216.619843264823
2021-08-19,210.705308295135
2021-08-20,202.572822711814
2021-08-23,209.596332988319
2021-08-24,213.292917344374
2021-08-25,211.074966730741
2021-08-26,212.183942037557
2021-08-27,210.33564985953
2021-08-30,211.444625166346
2021-08-31,214.032234215585
2021-09-01,211.444625166346
2021-09-02,207.378382374686
2021-09-03,207.748040810291
2021-09-06,211.814283601952
2021-09-07,211.444625166346
2021-09-08,207.00872393908
2021-09-09,205.530090196658
2021-09-10,199.245896791365
2021-09-13,195.179653999704
2021-09-14,209.596332988319
2021-09-15,206.639065503475
2021-09-16,204.421114889842
2021-09-17,204.421114889842
2021-09-23,199.985213662576
2021-09-24,198.136921484548
2021-09-27,205.530090196658
2021-09-28,209.596332988319
2021-09-29,212.183942037557
2021-09-30,220.686086056484
2021-10-01,215.510867958007
2021-10-05,216.619843264823
2021-10-06,209.226674552713
2021-10-07,215.510867958007
2021-10-08,207.748040810291
2021-10-12,203.681798018631
2021-10-13,202.94248114742
2021-10-14,213.292917344374
2021-10-15,226.600621026172
2021-10-18,225.491645719355
2021-10-19,238.060032529942
2021-10-20,236.211740351915
2021-10-21,244.344225935236
2021-10-22,240.277983143575
2021-10-25,241.017300014786
2021-10-26,252.846369954162
2021-10-27,257.651929617034
2021-10-28,246.562176548869
2021-10-29,247.671151855685
2021-11-01,257.651929617034
2021-11-02,257.282271181428
2021-11-03,256.173295874612
2021-11-04,263.566464586722
2021-11-05,283.528020109419
2021-11-08,290.181871950318
2021-11-09,287.594262901079
2021-11-10,284.636995416235
2021-11-11,287.594262901079
2021-11-12,293.139139435162
2021-11-15,300.901966582877
2021-11-16,306.077184681354
2021-11-17,306.077184681354
2021-11-18,304.968209374538
2021-11-19,296.096406920006
2021-11-22,290.181871950318
2021-11-23,290.181871950318
2021-11-24,285.376312287446
2021-11-25,285.006653851841
2021-11-26,275.025876090492
2021-11-29,272.807925476859
2021-11-30,269.48099955641
2021-12-01,260.609197101878
2021-12-02,243.97456749963
2021-12-03,262.0878308443
2021-12-06,247.671151855685
2021-12-07,250.998077776135
2021-12-08,252.107053082951
2021-12-09,262.0878308443
2021-12-10,260.239538666272
2021-12-13,249.519444033713
2021-12-14,245.083542806447
2021-12-15,245.822859677658
2021-12-16,246.192518113263
2021-12-17,244.713884370841
2021-12-20,240.277983143575
2021-12-21,249.149785598107
2021-12-22,252.107053082951
2021-12-23,252.107053082951
2021-12-24,251.737394647346
2021-12-27,252.107053082951
2021-12-28,264.675439893538
2021-12-29,258.391246488245
2021-12-30,258.021588052639
2022-01-04,249.519444033713
2022-01-05,232.145497560254
2022-01-06,220.686086056484
2022-01-07,223.643353541328
2022-01-10,218.468135442851
2022-01-11,213.662575779979
2022-01-12,219.577110749667
2022-01-13,215.510867958007
2022-01-14,209.965991423924
2022-01-17,207.00872393908
2022-01-18,205.160431761053
2022-01-19,202.94248114742
2022-01-20,212.923258908768
2022-01-21,210.705308295135
2022-01-24,204.790773325447
2022-01-25,200.354872098181
2022-01-26,185.938193109567
2022-01-27,178.545024397457
2022-01-28,175.218098477007
2022-02-03,175.957415348218
2022-02-04,192.22238651486
2022-02-07,184.459559367145
2022-02-08,184.459559367145
2022-02-09,190.743752772438
2022-02-10,188.525802158805
2022-02-11,186.307851545172
2022-02-14,187.786485287594
2022-02-15,176.696732219429
2022-02-16,189.634777465622
2022-02-17,192.22238651486
2022-02-18,194.070678692888
2022-02-21,203.681798018631
2022-02-22,203.681798018631
2022-02-23,208.117699245897
2022-02-24,209.226674552713
2022-02-25,211.814283601952
2022-02-28,211.814283601952
2022-03-02,211.814283601952
2022-03-03,205.899748632264
2022-03-04,205.899748632264
2022-03-07,204.421114889842
2022-03-08,202.572822711814
2022-03-10,202.572822711814
2022-03-11,209.965991423924
2022-03-14,210.705308295135
2022-03-15,210.705308295135
2022-03-16,210.705308295135
2022-03-17,210.705308295135
2022-03-18,211.074966730741
2022-03-21,211.074966730741
2022-03-22,213.662575779979
2022-03-23,219.946769185273
2022-03-24,221.7950613633
2022-03-25,222.534378234511
2022-03-28,222.534378234511
2022-03-29,221.055744492089
2022-03-30,228.818571639805
2022-03-31,228.818571639805
2022-04-01,238.799349401153
2022-04-04,231.775839124649
2022-04-05,230.297205382227
2022-04-06,221.7950613633
2022-04-07,214.40189265119
2022-04-08,209.596332988319
2022-04-11,208.487357681502
2022-04-12,209.596332988319
2022-04-13,222.904036670117
2022-04-14,219.577110749667
2022-04-15,217.359160136034
2022-04-18,206.639065503475
2022-04-19,207.00872393908
2022-04-20,195.179653999704
2022-04-21,192.961703386071
2022-04-22,188.1561437232
2022-04-25,185.198876238356
2022-04-26,192.592044950466
2022-04-27,192.592044950466
2022-04-28,191.483069643649
2022-04-29,185.938193109567
2022-05-02,186.677509980778
2022-05-03,187.416826851989
2022-05-04,182.611267189117
2022-05-06,178.175365961851
2022-05-10,170.412538814136
2022-05-11,168.564246636108
2022-05-12,157.474493567943
2022-05-13,158.953127310365
2022-05-16,159.322785745971
2022-05-17,161.910394795209
2022-05-18,162.64971166642
2022-05-19,161.540736359604
2022-05-20,163.389028537631
2022-05-23,163.389028537631
2022-05-24,159.322785745971
2022-05-25,162.280053230815
2022-05-26,158.58346887476
2022-05-27,161.540736359604
2022-05-30,168.564246636108
2022-05-31,170.782197249741
2022-06-02,167.824929764897
2022-06-03,168.564246636108
2022-06-07,163.758686973237
2022-06-08,164.128345408842
2022-06-09,168.194588200503
2022-06-10,165.237320715659
2022-06-13,147.124057370989
2022-06-14,142.688156143723
2022-06-15,107.200946325595
2022-06-16,109.418896939228
2022-06-17,109.788555374834
2022-06-20,110.527872246045
2022-06-21,110.527872246045
2022-06-22,103.134703533935
2022-06-23,103.134703533935
2022-06-24,109.418896939228
2022-06-27,112.376164424072
2022-06-28,108.679580068017
2022-06-29,109.788555374834
2022-06-30,107.570604761201
2022-07-01,103.50436196954
2022-07-04,104.982995711962
2022-07-05,110.89753068165
2022-07-06,110.527872246045
2022-07-07,117.181724086944
2022-07-08,121.61762531421
2022-07-11,117.921040958155
2022-07-12,115.333431908916
2022-07-13,117.181724086944
2022-07-14,120.878308442999
2022-07-15,115.703090344522
2022-07-18,114.2244566021
2022-07-19,112.745822859678
2022-07-20,113.115481295283
2022-07-21,116.072748780127
2022-07-22,123.465917492237
2022-07-25,130.489427768742
2022-07-26,127.162501848292
2022-07-27,123.835575927843
2022-07-28,125.314209670265
2022-07-29,129.750110897531
2022-08-01,128.271477155109
2022-08-02,122.356942185421
2022-08-03,126.053526541476
2022-08-04,128.271477155109
2022-08-05,129.380452461925
2022-08-08,131.228744639953
2022-08-09,136.034304302824
2022-08-10,130.859086204347
2022-08-11,133.446695253586
2022-08-12,135.294987431613
2022-08-16,138.252254916457
2022-08-17,137.512938045246
2022-08-18,138.991571787668
2022-08-19,137.882596480852
2022-08-22,136.034304302824
2022-08-23,127.532160283898
2022-08-24,130.119769333136
2022-08-25,128.271477155109
2022-08-26,129.750110897531
2022-08-29,121.61762531421
2022-08-30,125.68386810587
2022-08-31,134.186012124797
2022-09-01,123.096259056632
2022-09-02,124.574892799054
2022-09-05,123.835575927843
2022-09-06,118.660357829366
2022-09-07,116.812065651338
2022-09-08,116.812065651338
2022-09-13,119.769333136182
2022-09-14,117.181724086944
2022-09-15,114.963773473311
2022-09-16,113.854798166494
2022-09-19,116.442407215733
2022-09-20,116.442407215733
2022-09-21,114.963773473311
2022-09-22,110.158213810439
2022-09-23,106.461629454384
2022-09-26,104.243678840751
2022-09-27,103.50436196954
2022-09-28,96.1111932574301
2022-09-29,97.5898269998521
2022-09-30,99.8077776134851
2022-10-04,99.4381191778796
2022-10-05,96.1111932574301
2022-10-06,96.8505101286411
2022-10-07,90.9359751589531
2022-10-11,87.6090492385036
2022-10-12,84.6517817536596
2022-10-13,80.9551973976046
2022-10-14,87.2393908028981
2022-10-17,85.0214401892651
2022-10-18,89.0876829809256
2022-10-19,87.6090492385036
2022-10-20,83.5428064468431
2022-10-21,83.1731480112376
2022-10-24,83.5428064468431
2022-10-25,87.2393908028981
2022-10-26,85.0214401892651
2022-10-27,87.9787076741091
2022-10-28,87.9787076741091
2022-10-31,89.4573414165311
2022-11-01,90.1966582877421
2022-11-02,93.8932426437971
2022-11-03,92.0449504657696
2022-11-04,90.5663167233476
2022-11-07,91.3056335945586
2022-11-08,95.7415348218246
2022-11-09,96.4808516930356
2022-11-10,93.5235842081916
2022-11-11,104.243678840751
2022-11-14,100.177436049091
2022-11-15,102.025728227118
2022-11-16,103.874020405146
2022-11-17,105.722312583173
2022-11-18,101.286411355907
2022-11-21,101.656069791513
2022-11-22,97.5898269998521
2022-11-23,104.243678840751
2022-11-24,105.722312583173
2022-11-25,102.765045098329
2022-11-28,102.025728227118
2022-11-29,106.461629454384
2022-11-30,105.722312583173
2022-12-01,113.485139730889
2022-12-02,111.636847552861
2022-12-05,112.376164424072
2022-12-06,107.200946325595
2022-12-07,107.200946325595
2022-12-08,107.200946325595
2022-12-09,115.703090344522
2022-12-12,116.072748780127
2022-12-13,114.963773473311
2022-12-14,120.508650007393
2022-12-15,116.442407215733
2022-12-16,121.247966878604
2022-12-19,123.465917492237
2022-12-20,120.138991571788
2022-12-21,124.944551234659
2022-12-22,129.380452461925
2022-12-23,129.380452461925
2022-12-26,126.792843412687
2022-12-27,126.053526541476
2022-12-28,125.68386810587
2022-12-29,128.271477155109
2023-01-02,125.314209670265
2023-01-03,130.489427768742
2023-01-04,126.792843412687
2023-01-05,127.162501848292
2023-01-06,124.205234363448
2023-01-09,128.271477155109
2023-01-10,126.053526541476
2023-01-11,129.01079402632
2023-01-12,127.901818719503
2023-01-13,129.01079402632
2023-01-16,131.968061511164
2023-01-17,130.859086204347
2023-01-18,132.337719946769
2023-01-19,138.991571787668
2023-01-20,138.252254916457
2023-01-25,137.956528167973
2023-01-26,141.357385775543
2023-01-27,143.427473014934
2023-01-30,139.656956971758
2023-01-31,139.656956971758
2023-02-01,140.100547094485
2023-02-02,138.843708413426
2023-02-03,138.917640100547
2023-02-06,139.656956971758
2023-02-07,140.026615407364
2023-02-08,146.089013751294
2023-02-09,146.089013751294
2023-02-10,146.606535561142
2023-02-13,139.730888658879
2023-02-14,149.342007984622
2023-02-15,145.793287002809
2023-02-16,140.839863965696
2023-02-17,134.555670560402
2023-02-20,136.40396273843
2023-02-21,134.629602247523
2023-02-22,138.769776726305
2023-02-23,138.769776726305
2023-02-24,135.442850805855
2023-02-27,134.851397308887
2023-02-28,136.847552861156
2023-03-02,138.252254916457
2023-03-03,138.547981664942
2023-03-06,141.80097589827
2023-03-07,139.361230223274
2023-03-08,131.006949578589
2023-03-09,130.489427768742
2023-03-10,135.812509241461
2023-03-13,140.174478781606
2023-03-14,128.419340529351
2023-03-15,128.271477155109
2023-03-16,130.489427768742
2023-03-17,132.633446695254
2023-03-20,136.034304302824
2023-03-21,140.174478781606
2023-03-22,140.692000591454
2023-03-23,139.287298536153
2023-03-24,138.621913352063
2023-03-27,134.629602247523
2023-03-28,138.47404997782
2023-03-29,140.544137217211
2023-03-30,138.991571787668
2023-03-31,139.656956971758
2023-04-03,136.034304302824
2023-04-04,140.692000591454
2023-04-05,140.987727339938
2023-04-06,151.559958598255
2023-04-07,160.431761052787
