long,lat,year,TimePeriod,RCP,scenario,treecanopy,Ann_Herb,Bare,Herb,Litter,Shrub,DrySoilDays_Summer_whole,Evap_Summer,ExtremeShortTermDryStress_Summer_whole,FrostDays_Winter,NonDrySWA_Summer_whole,PPT_Winter,PPT_Summer,PPT_Annual,T_Winter,T_Summer,T_Annual,Tmax_Summer,Tmin_Winter,VWC_Winter_whole,VWC_Spring_whole,VWC_Summer_whole,VWC_Fall_whole
-110.0033,37.59806,2023,NT,4.5,sc39,22,0,50,10,11,20,,,,,,7.37,11.79,7.37,-1.575,24.80076,-1.575,37.06,,,,,
-110.0033,37.59806,2023,NT,4.5,sc39,22,0,50,10,11,20,,,,,,7.37,11.79,3.67,-1.575,24.80076,12.12348,37.06,,,,,
-110.0033,37.59806,2023,NT,4.5,sc40,22,0,50,10,11,20,,,,,,6.38,5.13,,0.5934444,22.50853,,35.56,,,,,
-110.0033,37.59806,2023,NT,4.5,sc41,22,0,50,10,11,20,,,,,,5.95,5.04,5.95,0.7403333,24.37527,0.7403333,39.87,,,,,
-110.0033,37.59806,2023,NT,8.5,sc42,22,0,50,10,11,20,,,,,,4.25,12.13,7.46,3.769667,23.25935,9.640054,37.14,,,,,
-110.0033,37.59806,2023,NT,8.5,sc43,22,0,50,10,11,20,,,,,,6.29,11.08,11.08,2.565222,24.25288,24.25288,37.52,,,,,
-110.0033,37.59806,2023,NT,8.5,sc43,22,0,50,10,11,20,,,,,,6.29,11.08,6.29,2.565222,24.25288,24.25288,37.52,,,,,
-110.0033,37.59806,2023,NT,8.5,sc43,22,0,50,10,11,20,,,,,,6.29,11.08,6.29,2.565222,24.25288,2.565222,37.52,,,,,
-110.0033,37.59806,2023,NT,8.5,sc43,22,0,50,10,11,20,,,,,,6.29,11.08,11.08,2.565222,24.25288,2.565222,37.52,,,,,
-110.0033,37.59806,2023,NT,8.5,sc44,22,0,50,10,11,20,,,,,,8.69,9.54,9.54,3.482556,23.79293,23.79293,36.26,,,,,
-110.0033,37.59806,2023,NT,8.5,sc45,22,0,50,10,11,20,,,,,,7.29,7.58,7.29,3.389833,24.9281,3.389833,37.59,,,,,
-110.0033,37.59806,2023,NT,8.5,sc46,22,0,50,10,11,20,,,,,,4.92,4.97,5.03,1.757778,23.99179,11.98864,37.93,,,,,
-110.0033,37.59806,2023,NT,8.5,sc47,22,0,50,10,11,20,,,,,,14.05,9.8,10.12,2.446167,24.48255,12.24753,35.67,,,,,
-110.0033,37.59806,2023,NT,8.5,sc48,22,0,50,10,11,20,,,,,,4.0,15.01,8.28,0.1151667,24.20217,12.61308,37.82,,,,,
-110.0033,37.59806,2023,NT,8.5,sc48,22,0,50,10,11,20,,,,,,4.0,15.01,8.28,0.1151667,24.20217,24.20217,37.82,,,,,
-110.0033,37.59806,2023,NT,8.5,sc48,22,0,50,10,11,20,,,,,,4.0,15.01,15.01,0.1151667,24.20217,12.61308,37.82,,,,,
-110.0033,37.59806,2023,NT,8.5,sc48,22,0,50,10,11,20,,,,,,4.0,15.01,15.01,0.1151667,24.20217,24.20217,37.82,,,,,
-110.0033,37.59806,2023,NT,8.5,sc49,22,0,50,10,11,20,,,,,,8.09,10.83,10.83,1.848667,23.54511,23.54511,35.57,,,,,
-110.0033,37.59806,2023,NT,8.5,sc50,22,0,50,10,11,20,,,,,,12.15,15.36,8.09,4.116722,23.11902,13.2544,36.11,,,,,
-110.0033,37.59806,2023,NT,8.5,sc51,22,0,50,10,11,20,,,,,,7.71,4.49,10.65,3.848944,24.41484,11.42038,38.67,,,,,
-110.0033,37.59806,2023,NT,8.5,sc52,22,0,50,10,11,20,,,,,,10.86,11.34,,1.0775,24.15603,,35.16,,,,,
-110.0033,37.59806,2023,NT,8.5,sc53,22,0,50,10,11,20,,,,,,10.6,11.34,,2.024278,23.81185,,38.13,,,,,
-110.0033,37.59806,2023,NT,8.5,sc54,22,0,50,10,11,20,,,,,,8.71,1.04,1.04,1.233556,25.07495,25.07495,37.66,,,,,
-110.0033,37.59806,2023,NT,8.5,sc55,22,0,50,10,11,20,,,,,,6.93,18.21,6.93,1.895722,23.65935,1.895722,37.22,,,,,
-110.0033,37.59806,2023,NT,8.5,sc55,22,0,50,10,11,20,,,,,,6.93,18.21,6.93,1.895722,23.65935,11.11576,37.22,,,,,
-110.0033,37.59806,2023,NT,8.5,sc55,22,0,50,10,11,20,,,,,,6.93,18.21,6.47,1.895722,23.65935,1.895722,37.22,,,,,
-110.0033,37.59806,2023,NT,8.5,sc55,22,0,50,10,11,20,,,,,,6.93,18.21,6.47,1.895722,23.65935,11.11576,37.22,,,,,
-110.0033,37.59806,2023,NT,8.5,sc56,22,0,50,10,11,20,,,,,,4.09,10.47,8.74,-0.05472222,24.28266,12.57027,35.74,,,,,
-110.0033,37.59806,2023,NT,8.5,sc56,22,0,50,10,11,20,,,,,,4.09,10.47,8.74,-0.05472222,24.28266,12.51462,35.74,,,,,
-110.0033,37.59806,2023,NT,8.5,sc56,22,0,50,10,11,20,,,,,,4.09,10.47,4.09,-0.05472222,24.28266,12.57027,35.74,,,,,
-110.0033,37.59806,2023,NT,8.5,sc56,22,0,50,10,11,20,,,,,,4.09,10.47,8.74,-0.05472222,24.28266,-0.05472222,35.74,,,,,
-110.0033,37.59806,2023,NT,8.5,sc56,22,0,50,10,11,20,,,,,,4.09,10.47,9.4,-0.05472222,24.28266,12.51462,35.74,,,,,
-110.0033,37.59806,2023,NT,8.5,sc56,22,0,50,10,11,20,,,,,,4.09,10.47,4.09,-0.05472222,24.28266,12.51462,35.74,,,,,
-110.0033,37.59806,2023,NT,8.5,sc56,22,0,50,10,11,20,,,,,,4.09,10.47,9.4,-0.05472222,24.28266,-0.05472222,35.74,,,,,
-110.0033,37.59806,2023,NT,8.5,sc56,22,0,50,10,11,20,,,,,,4.09,10.47,9.4,-0.05472222,24.28266,12.57027,35.74,,,,,
-110.0033,37.59806,2023,NT,8.5,sc56,22,0,50,10,11,20,,,,,,4.09,10.47,4.09,-0.05472222,24.28266,-0.05472222,35.74,,,,,
-110.0033,37.59806,2023,NT,8.5,sc57,22,0,50,10,11,20,,,,,,15.49,6.02,6.78,2.239778,24.77332,14.90397,40.61,,,,,
-110.0033,37.59806,2023,NT,8.5,sc58,22,0,50,10,11,20,,,,,,6.1,3.03,,1.936444,26.36859,,40.24,,,,,
-110.0033,37.59806,2023,NT,8.5,sc59,22,0,50,10,11,20,,,,,,7.44,13.63,7.44,-1.357056,24.4687,-1.357056,37.95,,,,,
-110.0033,37.59806,2023,NT,8.5,sc60,22,0,50,10,11,20,,,,,,3.33,5.24,3.06,1.732278,23.83533,10.2331,37.67,,,,,
-110.0033,37.59806,2023,NT,8.5,sc61,22,0,50,10,11,20,,,,,,6.39,3.89,5.47,-1.469444,25.07957,14.7033,38.27,,,,,
-110.0033,37.59806,2024,NT,4.5,sc22,22,0,50,10,11,20,,,,,,7.3,8.83,8.83,2.895824,23.325,23.325,35.65,,,,,
-110.0033,37.59806,2024,NT,4.5,sc23,22,0,50,10,11,20,,,,,,4.69,6.85,,2.279396,24.61125,,39.84,,,,,
-110.0033,37.59806,2024,NT,4.5,sc24,22,0,50,10,11,20,,,,,,4.85,8.67,4.85,4.047857,24.13549,4.047857,36.43,,,,,
-110.0033,37.59806,2024,NT,4.5,sc24,22,0,50,10,11,20,,,,,,4.85,8.67,4.85,4.047857,24.13549,11.20043,36.43,,,,,
-110.0033,37.59806,2024,NT,4.5,sc24,22,0,50,10,11,20,,,,,,4.85,8.67,7.45,4.047857,24.13549,4.047857,36.43,,,,,
-110.0033,37.59806,2024,NT,4.5,sc24,22,0,50,10,11,20,,,,,,4.85,8.67,7.45,4.047857,24.13549,11.20043,36.43,,,,,
-110.0033,37.59806,2024,NT,4.5,sc25,22,0,50,10,11,20,,,,,,13.26,4.5,4.5,0.2999451,26.12799,26.12799,39.13,,,,,
-110.0033,37.59806,2024,NT,4.5,sc26,22,0,50,10,11,20,,,,,,1.63,3.18,,2.678407,25.61109,,37.97,,,,,
-110.0033,37.59806,2024,NT,4.5,sc27,22,0,50,10,11,20,,,,,,12.72,2.37,2.37,1.294451,24.5444,24.5444,37.35,,,,,
-110.0033,37.59806,2024,NT,4.5,sc28,22,0,50,10,11,20,,,,,,12.61,6.79,6.79,1.830934,24.2087,12.60121,38.05,,,,,
-110.0033,37.59806,2024,NT,4.5,sc28,22,0,50,10,11,20,,,,,,12.61,6.79,7.07,1.830934,24.2087,24.2087,38.05,,,,,
-110.0033,37.59806,2024,NT,4.5,sc28,22,0,50,10,11,20,,,,,,12.61,6.79,6.79,1.830934,24.2087,24.2087,38.05,,,,,
-110.0033,37.59806,2024,NT,4.5,sc28,22,0,50,10,11,20,,,,,,12.61,6.79,7.07,1.830934,24.2087,12.60121,38.05,,,,,
-110.0033,37.59806,2024,NT,4.5,sc29,22,0,50,10,11,20,,,,,,10.7,3.56,,2.211978,24.52038,,36.86,,,,,
-110.0033,37.59806,2024,NT,4.5,sc30,22,0,50,10,11,20,,,,,,16.5,14.26,16.5,0.8394505,22.26228,0.8394505,34.88,,,,,
-110.0033,37.59806,2024,NT,4.5,sc31,22,0,50,10,11,20,,,,,,4.85,1.57,1.57,4.035165,24.07261,24.07261,40.05,,,,,
-110.0033,37.59806,2024,NT,4.5,sc32,22,0,50,10,11,20,,,,,,9.56,7.27,7.27,1.065549,24.60538,24.60538,36.87,,,,,
-110.0033,37.59806,2024,NT,4.5,sc32,22,0,50,10,11,20,,,,,,9.56,7.27,7.27,1.065549,24.60538,1.065549,36.87,,,,,
-110.0033,37.59806,2024,NT,4.5,sc32,22,0,50,10,11,20,,,,,,9.56,7.27,9.56,1.065549,24.60538,24.60538,36.87,,,,,
-110.0033,37.59806,2024,NT,4.5,sc32,22,0,50,10,11,20,,,,,,9.56,7.27,9.56,1.065549,24.60538,1.065549,36.87,,,,,
-110.0033,37.59806,2024,NT,4.5,sc33,22,0,50,10,11,20,,,,,,8.23,19.12,19.12,0.6532967,23.10766,23.10766,36.56,,,,,
-110.0033,37.59806,2024,NT,4.5,sc34,22,0,50,10,11,20,,,,,,9.37,8.64,9.37,-0.3239011,24.50098,-0.3239011,37.14,,,,,
-110.0033,37.59806,2024,NT,4.5,sc35,22,0,50,10,11,20,,,,,,2.92,8.75,8.75,3.029451,24.36332,24.36332,37.37,,,,,
-110.0033,37.59806,2024,NT,4.5,sc36,22,0,50,10,11,20,,,,,,2.98,17.11,2.98,2.065275,23.02761,12.56335,37.79,,,,,
-110.0033,37.59806,2024,NT,4.5,sc36,22,0,50,10,11,20,,,,,,2.98,17.11,2.98,2.065275,23.02761,2.065275,37.79,,,,,
-110.0033,37.59806,2024,NT,4.5,sc36,22,0,50,10,11,20,,,,,,2.98,17.11,11.67,2.065275,23.02761,12.56335,37.79,,,,,
-110.0033,37.59806,2024,NT,4.5,sc36,22,0,50,10,11,20,,,,,,2.98,17.11,11.67,2.065275,23.02761,2.065275,37.79,,,,,
-110.0033,37.59806,2024,NT,4.5,sc37,22,0,50,10,11,20,,,,,,2.42,9.73,,3.398626,26.33212,,41.38,,,,,
-110.0033,37.59806,2024,NT,4.5,sc38,22,0,50,10,11,20,,,,,,7.28,6.01,7.28,2.692033,24.19342,12.19875,39.32,,,,,
-110.0033,37.59806,2024,NT,4.5,sc38,22,0,50,10,11,20,,,,,,7.28,6.01,7.28,2.692033,24.19342,2.692033,39.32,,,,,
-110.0033,37.59806,2024,NT,4.5,sc38,22,0,50,10,11,20,,,,,,7.28,6.01,13.11,2.692033,24.19342,12.19875,39.32,,,,,
-110.0033,37.59806,2024,NT,4.5,sc38,22,0,50,10,11,20,,,,,,7.28,6.01,13.11,2.692033,24.19342,2.692033,39.32,,,,,
-110.0033,37.59806,2024,NT,4.5,sc39,22,0,50,10,11,20,,,,,,4.55,3.88,5.72,1.432198,25.35533,13.26165,38.78,,,,,
-110.0033,37.59806,2024,NT,4.5,sc40,22,0,50,10,11,20,,,,,,7.0,6.53,11.12,-2.434945,24.50391,12.44396,37.19,,,,,
-110.0033,37.59806,2024,NT,4.5,sc41,22,0,50,10,11,20,,,,,,3.73,4.24,,1.120824,25.24853,,38.57,,,,,
-110.0033,37.59806,2024,NT,8.5,sc42,22,0,50,10,11,20,,,,,,9.87,9.57,3.61,-0.2158242,24.80908,13.38857,39.36,,,,,
-110.0033,37.59806,2024,NT,8.5,sc43,22,0,50,10,11,20,,,,,,5.94,4.16,,1.214176,24.14429,,37.97,,,,,
-110.0033,37.59806,2024,NT,8.5,sc44,22,0,50,10,11,20,,,,,,5.96,8.45,5.97,0.5265385,25.69033,13.16918,37.17,,,,,
-110.0033,37.59806,2024,NT,8.5,sc45,22,0,50,10,11,20,,,,,,5.31,3.19,13.19,2.01011,25.90098,12.88676,38.69,,,,,
-110.0033,37.59806,2024,NT,8.5,sc46,22,0,50,10,11,20,,,,,,2.95,2.26,2.95,1.89467,24.87049,1.89467,37.71,,,,,
-110.0033,37.59806,2024,NT,8.5,sc47,22,0,50,10,11,20,,,,,,3.23,5.72,,3.463681,25.31223,,38.75,,,,,
-110.0033,37.59806,2024,NT,8.5,sc48,22,0,50,10,11,20,,,,,,2.57,2.4,,1.001978,24.14516,,37.85,,,,,
-110.0033,37.59806,2024,NT,8.5,sc49,22,0,50,10,11,20,,,,,,5.87,4.7,,1.249341,24.11658,,36.16,,,,,
-110.0033,37.59806,2024,NT,8.5,sc50,22,0,50,10,11,20,,,,,,5.95,4.71,4.71,2.38489,23.60527,23.60527,38.34,,,,,
-110.0033,37.59806,2024,NT,8.5,sc50,22,0,50,10,11,20,,,,,,5.95,4.71,4.71,2.38489,23.60527,2.38489,38.34,,,,,
-110.0033,37.59806,2024,NT,8.5,sc50,22,0,50,10,11,20,,,,,,5.95,4.71,5.95,2.38489,23.60527,23.60527,38.34,,,,,
-110.0033,37.59806,2024,NT,8.5,sc50,22,0,50,10,11,20,,,,,,5.95,4.71,5.95,2.38489,23.60527,2.38489,38.34,,,,,
-110.0033,37.59806,2024,NT,8.5,sc51,22,0,50,10,11,20,,,,,,13.39,8.28,,-0.5591209,24.81364,,36.2,,,,,
-110.0033,37.59806,2024,NT,8.5,sc52,22,0,50,10,11,20,,,,,,8.54,6.46,11.2,2.567033,25.50918,13.50445,38.78,,,,,
-110.0033,37.59806,2024,NT,8.5,sc52,22,0,50,10,11,20,,,,,,8.54,6.46,11.2,2.567033,25.50918,11.4119,38.78,,,,,
-110.0033,37.59806,2024,NT,8.5,sc52,22,0,50,10,11,20,,,,,,8.54,6.46,15.69,2.567033,25.50918,13.50445,38.78,,,,,
-110.0033,37.59806,2024,NT,8.5,sc52,22,0,50,10,11,20,,,,,,8.54,6.46,15.69,2.567033,25.50918,11.4119,38.78,,,,,
-110.0033,37.59806,2024,NT,8.5,sc53,22,0,50,10,11,20,,,,,,2.08,2.59,12.8,1.613242,24.47641,12.94269,37.82,,,,,
-110.0033,37.59806,2024,NT,8.5,sc53,22,0,50,10,11,20,,,,,,2.08,2.59,12.8,1.613242,24.47641,1.613242,37.82,,,,,
-110.0033,37.59806,2024,NT,8.5,sc53,22,0,50,10,11,20,,,,,,2.08,2.59,2.08,1.613242,24.47641,12.94269,37.82,,,,,
-110.0033,37.59806,2024,NT,8.5,sc53,22,0,50,10,11,20,,,,,,2.08,2.59,2.08,1.613242,24.47641,1.613242,37.82,,,,,
-110.0033,37.59806,2024,NT,8.5,sc54,22,0,50,10,11,20,,,,,,7.2,1.37,7.2,-0.6363736,26.65196,-0.6363736,38.23,,,,,
-110.0033,37.59806,2024,NT,8.5,sc54,22,0,50,10,11,20,,,,,,7.2,1.37,7.2,-0.6363736,26.65196,11.3894,38.23,,,,,
-110.0033,37.59806,2024,NT,8.5,sc54,22,0,50,10,11,20,,,,,,7.2,1.37,8.27,-0.6363736,26.65196,-0.6363736,38.23,,,,,
-110.0033,37.59806,2024,NT,8.5,sc54,22,0,50,10,11,20,,,,,,7.2,1.37,8.27,-0.6363736,26.65196,11.3894,38.23,,,,,
-110.0033,37.59806,2024,NT,8.5,sc55,22,0,50,10,11,20,,,,,,5.93,1.57,13.8,1.852308,26.30701,13.3739,40.24,,,,,
-110.0033,37.59806,2024,NT,8.5,sc55,22,0,50,10,11,20,,,,,,5.93,1.57,13.8,1.852308,26.30701,26.30701,40.24,,,,,
-110.0033,37.59806,2024,NT,8.5,sc55,22,0,50,10,11,20,,,,,,5.93,1.57,1.57,1.852308,26.30701,13.3739,40.24,,,,,
-110.0033,37.59806,2024,NT,8.5,sc55,22,0,50,10,11,20,,,,,,5.93,1.57,1.57,1.852308,26.30701,26.30701,40.24,,,,,
-110.0033,37.59806,2024,NT,8.5,sc56,22,0,50,10,11,20,,,,,,5.62,4.87,,1.756099,24.11745,,39.4,,,,,
-110.0033,37.59806,2024,NT,8.5,sc57,22,0,50,10,11,20,,,,,,5.97,7.86,8.99,3.826538,24.41571,12.55516,38.47,,,,,
-110.0033,37.59806,2024,NT,8.5,sc58,22,0,50,10,11,20,,,,,,7.15,3.79,3.03,2.57978,27.54582,14.45701,47.12,,,,,
-110.0033,37.59806,2024,NT,8.5,sc59,22,0,50,10,11,20,,,,,,15.44,9.44,5.3,1.64011,24.12424,24.12424,37.6,,,,,
-110.0033,37.59806,2024,NT,8.5,sc59,22,0,50,10,11,20,,,,,,15.44,9.44,9.44,1.64011,24.12424,12.3037,37.6,,,,,
-110.0033,37.59806,2024,NT,8.5,sc59,22,0,50,10,11,20,,,,,,15.44,9.44,5.3,1.64011,24.12424,12.3037,37.6,,,,,
-110.0033,37.59806,2024,NT,8.5,sc59,22,0,50,10,11,20,,,,,,15.44,9.44,9.44,1.64011,24.12424,24.12424,37.6,,,,,
-110.0033,37.59806,2024,NT,8.5,sc60,22,0,50,10,11,20,,,,,,1.89,7.73,11.16,1.959121,24.48435,1.959121,37.51,,,,,
-110.0033,37.59806,2024,NT,8.5,sc60,22,0,50,10,11,20,,,,,,1.89,7.73,11.16,1.959121,24.48435,11.90698,37.51,,,,,
-110.0033,37.59806,2024,NT,8.5,sc60,22,0,50,10,11,20,,,,,,1.89,7.73,1.89,1.959121,24.48435,1.959121,37.51,,,,,
-110.0033,37.59806,2024,NT,8.5,sc60,22,0,50,10,11,20,,,,,,1.89,7.73,1.89,1.959121,24.48435,11.90698,37.51,,,,,
-110.0033,37.59806,2024,NT,8.5,sc61,22,0,50,10,11,20,,,,,,4.23,4.19,,5.423352,25.00217,,38.67,,,,,
-110.0033,37.61707,2021,NT,4.5,sc22,25,0,27,12,21,30,,,,,,6.27,6.6,6.6,1.601389,24.29103,24.29103,36.72,,,,,
-110.0033,37.61707,2021,NT,4.5,sc23,25,0,27,12,21,30,,,,,,6.94,3.35,,1.352667,23.90576,,37.7,,,,,
-110.0033,37.61707,2021,NT,4.5,sc24,25,0,27,12,21,30,,,,,,5.75,5.4,7.19,-0.3426111,25.34,10.17359,37.54,,,,,
-110.0033,37.61707,2021,NT,4.5,sc25,25,0,27,12,21,30,,,,,,11.34,5.43,11.34,0.2393889,24.45766,0.2393889,38.02,,,,,
-110.0033,37.61707,2021,NT,4.5,sc26,25,0,27,12,21,30,,,,,,7.52,1.43,,0.904,25.68196,,37.82,,,,,
-110.0033,37.61707,2021,NT,4.5,sc27,25,0,27,12,21,30,,,,,,9.33,4.85,5.28,-1.832833,24.43848,10.96397,36.12,,,,,
-110.0033,37.61707,2021,NT,4.5,sc28,25,0,27,12,21,30,,,,,,7.6,3.43,,1.227944,23.30734,,36.61,,,,,
-110.0033,37.61707,2021,NT,4.5,sc29,25,0,27,12,21,30,,,,,,6.77,11.41,6.69,1.305722,23.00293,11.05826,34.67,,,,,
-110.0033,37.61707,2021,NT,4.5,sc30,25,0,27,12,21,30,,,,,,6.65,11.09,3.48,0.9061667,21.30255,0.9061667,34.25,,,,,
-110.0033,37.61707,2021,NT,4.5,sc30,25,0,27,12,21,30,,,,,,6.65,11.09,3.48,0.9061667,21.30255,12.9906,34.25,,,,,
-110.0033,37.61707,2021,NT,4.5,sc30,25,0,27,12,21,30,,,,,,6.65,11.09,6.65,0.9061667,21.30255,0.9061667,34.25,,,,,
-110.0033,37.61707,2021,NT,4.5,sc30,25,0,27,12,21,30,,,,,,6.65,11.09,6.65,0.9061667,21.30255,12.9906,34.25,,,,,
-110.0033,37.61707,2021,NT,4.5,sc31,25,0,27,12,21,30,,,,,,11.97,6.33,19.84,4.021611,24.14859,4.021611,35.24,,,,,
-110.0033,37.61707,2021,NT,4.5,sc31,25,0,27,12,21,30,,,,,,11.97,6.33,11.97,4.021611,24.14859,12.13209,35.24,,,,,
-110.0033,37.61707,2021,NT,4.5,sc31,25,0,27,12,21,30,,,,,,11.97,6.33,19.84,4.021611,24.14859,12.13209,35.24,,,,,
-110.0033,37.61707,2021,NT,4.5,sc31,25,0,27,12,21,30,,,,,,11.97,6.33,11.97,4.021611,24.14859,4.021611,35.24,,,,,
-110.0033,37.61707,2021,NT,4.5,sc32,25,0,27,12,21,30,,,,,,4.18,4.03,,0.7200556,24.78272,,38.48,,,,,
-110.0033,37.61707,2021,NT,4.5,sc33,25,0,27,12,21,30,,,,,,1.73,4.85,,0.5101111,23.30614,,36.8,,,,,
-110.0033,37.61707,2021,NT,4.5,sc34,25,0,27,12,21,30,,,,,,1.03,4.05,,1.580944,24.28842,,36.61,,,,,
-110.0033,37.61707,2021,NT,4.5,sc35,25,0,27,12,21,30,,,,,,4.62,10.53,5.43,1.259667,23.23571,11.89957,36.35,,,,,
-110.0033,37.61707,2021,NT,4.5,sc36,25,0,27,12,21,30,,,,,,4.19,8.42,,0.2681111,23.55092,,36.26,,,,,
-110.0033,37.61707,2021,NT,4.5,sc37,25,0,27,12,21,30,,,,,,8.62,7.9,,1.6395,22.21614,,37.48,,,,,
-110.0033,37.61707,2021,NT,4.5,sc38,25,0,27,12,21,30,,,,,,7.59,15.41,7.59,1.622444,23.92908,11.6311,40.72,,,,,
-110.0033,37.61707,2021,NT,4.5,sc38,25,0,27,12,21,30,,,,,,7.59,15.41,14.74,1.622444,23.92908,11.6311,40.72,,,,,
-110.0033,37.61707,2021,NT,4.5,sc38,25,0,27,12,21,30,,,,,,7.59,15.41,14.74,1.622444,23.92908,1.622444,40.72,,,,,
-110.0033,37.61707,2021,NT,4.5,sc38,25,0,27,12,21,30,,,,,,7.59,15.41,7.59,1.622444,23.92908,1.622444,40.72,,,,,
-110.0033,37.61707,2021,NT,4.5,sc39,25,0,27,12,21,30,,,,,,8.06,0.46,8.06,1.185722,24.08701,1.185722,38.3,,,,,
-110.0033,37.61707,2021,NT,4.5,sc40,25,0,27,12,21,30,,,,,,4.45,10.83,,-1.322667,23.11946,,35.59,,,,,
-110.0033,37.61707,2021,NT,4.5,sc41,25,0,27,12,21,30,,,,,,9.13,10.65,9.13,0.4464444,23.79641,0.4464444,37.43,,,,,
-110.0033,37.61707,2021,NT,8.5,sc42,25,0,27,12,21,30,,,,,,8.63,4.39,9.7,0.8378889,23.7306,11.50777,37.11,,,,,
-110.0033,37.61707,2021,NT,8.5,sc43,25,0,27,12,21,30,,,,,,11.5,1.53,7.93,0.108,23.59576,11.44742,38.09,,,,,
-110.0033,37.61707,2021,NT,8.5,sc44,25,0,27,12,21,30,,,,,,10.71,12.11,9.31,3.492389,24.34255,24.34255,38.1,,,,,
-110.0033,37.61707,2021,NT,8.5,sc44,25,0,27,12,21,30,,,,,,10.71,12.11,12.11,3.492389,24.34255,12.23174,38.1,,,,,
-110.0033,37.61707,2021,NT,8.5,sc44,25,0,27,12,21,30,,,,,,10.71,12.11,9.31,3.492389,24.34255,12.23174,38.1,,,,,
-110.0033,37.61707,2021,NT,8.5,sc44,25,0,27,12,21,30,,,,,,10.71,12.11,12.11,3.492389,24.34255,24.34255,38.1,,,,,
-110.0033,37.61707,2021,NT,8.5,sc45,25,0,27,12,21,30,,,,,,10.4,6.95,,0.699,25.05679,,38.79,,,,,
-110.0033,37.61707,2021,NT,8.5,sc46,25,0,27,12,21,30,,,,,,6.71,3.94,,2.276889,23.45832,,36.62,,,,,
-110.0033,37.61707,2021,NT,8.5,sc47,25,0,27,12,21,30,,,,,,13.14,4.57,5.74,-0.5297778,24.92582,9.20163,36.97,,,,,
-110.0033,37.61707,2021,NT,8.5,sc48,25,0,27,12,21,30,,,,,,16.62,7.41,7.41,0.9175556,23.44033,12.11714,37.07,,,,,
-110.0033,37.61707,2021,NT,8.5,sc48,25,0,27,12,21,30,,,,,,16.62,7.41,7.41,0.9175556,23.44033,23.44033,37.07,,,,,
-110.0033,37.61707,2021,NT,8.5,sc48,25,0,27,12,21,30,,,,,,16.62,7.41,11.58,0.9175556,23.44033,12.11714,37.07,,,,,
-110.0033,37.61707,2021,NT,8.5,sc48,25,0,27,12,21,30,,,,,,16.62,7.41,11.58,0.9175556,23.44033,23.44033,37.07,,,,,
-110.0033,37.61707,2021,NT,8.5,sc49,25,0,27,12,21,30,,,,,,11.62,4.28,,0.8938333,24.06935,,38.56,,,,,
-110.0033,37.61707,2021,NT,8.5,sc50,25,0,27,12,21,30,,,,,,11.24,13.21,11.24,-1.761444,22.20755,-1.761444,33.23,,,,,
-110.0033,37.61707,2021,NT,8.5,sc51,25,0,27,12,21,30,,,,,,3.47,12.3,12.31,-0.05655556,23.99473,-0.05655556,35.83,,,,,
-110.0033,37.61707,2021,NT,8.5,sc51,25,0,27,12,21,30,,,,,,3.47,12.3,3.47,-0.05655556,23.99473,12.26995,35.83,,,,,
-110.0033,37.61707,2021,NT,8.5,sc51,25,0,27,12,21,30,,,,,,3.47,12.3,12.31,-0.05655556,23.99473,12.26995,35.83,,,,,
-110.0033,37.61707,2021,NT,8.5,sc51,25,0,27,12,21,30,,,,,,3.47,12.3,3.47,-0.05655556,23.99473,-0.05655556,35.83,,,,,
-110.0033,37.61707,2021,NT,8.5,sc52,25,0,27,12,21,30,,,,,,17.27,10.32,10.32,-4.181278,23.28668,23.28668,35.91,,,,,
-110.0033,37.61707,2021,NT,8.5,sc53,25,0,27,12,21,30,,,,,,1.88,4.8,1.88,0.5403333,23.83924,0.5403333,37.44,,,,,
-110.0033,37.61707,2021,NT,8.5,sc54,25,0,27,12,21,30,,,,,,10.58,3.16,,-0.7814444,25.16592,,37.16,,,,,
-110.0033,37.61707,2021,NT,8.5,sc55,25,0,27,12,21,30,,,,,,8.1,13.61,8.1,1.774,21.97158,21.97158,36.65,,,,,
-110.0033,37.61707,2021,NT,8.5,sc55,25,0,27,12,21,30,,,,,,8.1,13.61,8.1,1.774,21.97158,1.774,36.65,,,,,
-110.0033,37.61707,2021,NT,8.5,sc55,25,0,27,12,21,30,,,,,,8.1,13.61,6.96,1.774,21.97158,11.18424,36.65,,,,,
-110.0033,37.61707,2021,NT,8.5,sc55,25,0,27,12,21,30,,,,,,8.1,13.61,6.96,1.774,21.97158,21.97158,36.65,,,,,
-110.0033,37.61707,2021,NT,8.5,sc55,25,0,27,12,21,30,,,,,,8.1,13.61,13.61,1.774,21.97158,1.774,36.65,,,,,
-110.0033,37.61707,2021,NT,8.5,sc55,25,0,27,12,21,30,,,,,,8.1,13.61,13.61,1.774,21.97158,21.97158,36.65,,,,,
-110.0033,37.61707,2021,NT,8.5,sc55,25,0,27,12,21,30,,,,,,8.1,13.61,6.96,1.774,21.97158,1.774,36.65,,,,,
-110.0033,37.61707,2021,NT,8.5,sc55,25,0,27,12,21,30,,,,,,8.1,13.61,13.61,1.774,21.97158,11.18424,36.65,,,,,
-110.0033,37.61707,2021,NT,8.5,sc55,25,0,27,12,21,30,,,,,,8.1,13.61,8.1,1.774,21.97158,11.18424,36.65,,,,,
-110.0033,37.61707,2021,NT,8.5,sc56,25,0,27,12,21,30,,,,,,9.93,11.17,8.02,0.8371667,22.88038,11.69408,35.58,,,,,
