long,lat,year,TimePeriod,RCP,scenario,treecanopy,Ann_Herb,Bare,Herb,Litter,Shrub,DrySoilDays_Summer_whole,Evap_Summer,ExtremeShortTermDryStress_Summer_whole,FrostDays_Winter,NonDrySWA_Summer_whole,PPT_Winter,PPT_Summer,PPT_Annual,T_Winter,T_Summer,T_Annual,Tmax_Summer,Tmin_Winter,VWC_Winter_whole,VWC_Spring_whole,VWC_Summer_whole,VWC_Fall_whole
-110.0314,37.58935,2023,NT,4.5,sc36,12,0,34,14,19,26,,,,,,10.88,8.82,8.82,1.665056,24.2056,12.74643,35.96,,,,,
-110.0314,37.58935,2023,NT,4.5,sc36,12,0,34,14,19,26,,,,,,10.88,8.82,16.41,1.665056,24.2056,24.2056,35.96,,,,,
-110.0314,37.58935,2023,NT,4.5,sc36,12,0,34,14,19,26,,,,,,10.88,8.82,8.82,1.665056,24.2056,24.2056,35.96,,,,,
-110.0314,37.58935,2023,NT,4.5,sc36,12,0,34,14,19,26,,,,,,10.88,8.82,16.41,1.665056,24.2056,12.74643,35.96,,,,,
-110.0314,37.58935,2023,NT,4.5,sc37,12,0,34,14,19,26,0.0,1.608999,38.426,60.0,3.778846e-08,,,,,,,,-10.03,0.1204686,0.08085233,0.04367437,0.08937076
-110.0314,37.58935,2023,NT,4.5,sc37,12,0,34,14,19,26,,,,,,6.22,1.81,,2.801944,26.08842,,39.33,,,,,
-110.0314,37.58935,2023,NT,4.5,sc38,12,0,34,14,19,26,0.0,3.239059,38.267,73.0,0.2603996,,,,,,,,-14.11,0.1376645,0.07430147,0.05094591,0.09485855
-110.0314,37.58935,2023,NT,4.5,sc38,12,0,34,14,19,26,,,,,,9.45,9.58,8.87,0.5906111,24.49793,0.5906111,40.67,,,,,
-110.0314,37.58935,2023,NT,4.5,sc38,12,0,34,14,19,26,,,,,,9.45,9.58,8.87,0.5906111,24.49793,11.71154,40.67,,,,,
-110.0314,37.58935,2023,NT,4.5,sc38,12,0,34,14,19,26,,,,,,9.45,9.58,9.45,0.5906111,24.49793,0.5906111,40.67,,,,,
-110.0314,37.58935,2023,NT,4.5,sc38,12,0,34,14,19,26,,,,,,9.45,9.58,9.45,0.5906111,24.49793,11.71154,40.67,,,,,
-110.0314,37.58935,2023,NT,4.5,sc39,12,0,34,14,19,26,0.0,4.441948,36.213,80.0,0.4354327,,,,,,,,-23.52,0.1007568,0.07312294,0.05487226,0.08043786
-110.0314,37.58935,2023,NT,4.5,sc39,12,0,34,14,19,26,,,,,,7.37,11.79,11.79,-1.575,24.80076,24.80076,37.06,,,,,
-110.0314,37.58935,2023,NT,4.5,sc40,12,0,34,14,19,26,0.0,3.47243,33.716,80.0,0.0003213234,,,,,,,,-11.35,0.1173776,0.0803335,0.04421083,0.05577418
-110.0314,37.58935,2023,NT,4.5,sc40,12,0,34,14,19,26,,,,,,6.38,5.13,5.13,0.5934444,22.50853,22.50853,35.56,,,,,
-110.0314,37.58935,2023,NT,4.5,sc41,12,0,34,14,19,26,0.0,3.102158,36.843,71.0,0.07560831,,,,,,,,-10.89,0.08252886,0.09945015,0.04648613,0.05767755
-110.0314,37.58935,2023,NT,4.5,sc41,12,0,34,14,19,26,,,,,,5.95,5.04,,0.7403333,24.37527,,39.87,,,,,
-110.0314,37.58935,2023,NT,8.5,sc42,12,0,34,14,19,26,0.0,5.3198,35.644,59.0,0.4340713,,,,,,,,-10.91,0.1188747,0.07379268,0.05543229,0.08572092
-110.0314,37.58935,2023,NT,8.5,sc42,12,0,34,14,19,26,,,,,,4.25,12.13,10.8,3.769667,23.25935,9.640054,37.14,,,,,
-110.0314,37.58935,2023,NT,8.5,sc42,12,0,34,14,19,26,,,,,,4.25,12.13,10.8,3.769667,23.25935,3.769667,37.14,,,,,
-110.0314,37.58935,2023,NT,8.5,sc42,12,0,34,14,19,26,,,,,,4.25,12.13,10.8,3.769667,23.25935,11.39319,37.14,,,,,
-110.0314,37.58935,2023,NT,8.5,sc42,12,0,34,14,19,26,,,,,,4.25,12.13,7.46,3.769667,23.25935,9.640054,37.14,,,,,
-110.0314,37.58935,2023,NT,8.5,sc42,12,0,34,14,19,26,,,,,,4.25,12.13,7.46,3.769667,23.25935,3.769667,37.14,,,,,
-110.0314,37.58935,2023,NT,8.5,sc42,12,0,34,14,19,26,,,,,,4.25,12.13,7.46,3.769667,23.25935,11.39319,37.14,,,,,
-110.0314,37.58935,2023,NT,8.5,sc42,12,0,34,14,19,26,,,,,,4.25,12.13,4.25,3.769667,23.25935,9.640054,37.14,,,,,
-110.0314,37.58935,2023,NT,8.5,sc42,12,0,34,14,19,26,,,,,,4.25,12.13,4.25,3.769667,23.25935,3.769667,37.14,,,,,
-110.0314,37.58935,2023,NT,8.5,sc42,12,0,34,14,19,26,,,,,,4.25,12.13,4.25,3.769667,23.25935,11.39319,37.14,,,,,
-110.0314,37.58935,2023,NT,8.5,sc43,12,0,34,14,19,26,0.0,3.897242,36.825,66.0,0.4602446,,,,,,,,-14.93,0.1424074,0.07737427,0.05588645,0.08747151
-110.0314,37.58935,2023,NT,8.5,sc43,12,0,34,14,19,26,,,,,,6.29,11.08,9.86,2.565222,24.25288,12.0987,37.52,,,,,
-110.0314,37.58935,2023,NT,8.5,sc43,12,0,34,14,19,26,,,,,,6.29,11.08,9.86,2.565222,24.25288,11.24775,37.52,,,,,
-110.0314,37.58935,2023,NT,8.5,sc43,12,0,34,14,19,26,,,,,,6.29,11.08,6.83,2.565222,24.25288,12.0987,37.52,,,,,
-110.0314,37.58935,2023,NT,8.5,sc43,12,0,34,14,19,26,,,,,,6.29,11.08,6.83,2.565222,24.25288,11.24775,37.52,,,,,
-110.0314,37.58935,2023,NT,8.5,sc44,12,0,34,14,19,26,0.0,2.955648,35.703,53.0,0.645358,,,,,,,,-10.83,0.1323475,0.105074,0.06036491,0.09161452
-110.0314,37.58935,2023,NT,8.5,sc44,12,0,34,14,19,26,,,,,,8.69,9.54,13.48,3.482556,23.79293,11.28772,36.26,,,,,
-110.0314,37.58935,2023,NT,8.5,sc45,12,0,34,14,19,26,0.0,3.639924,36.311,53.0,0.04822794,,,,,,,,-10.27,0.1138965,0.07651833,0.04547882,0.05927002
-110.0314,37.58935,2023,NT,8.5,sc45,12,0,34,14,19,26,,,,,,7.29,7.58,7.29,3.389833,24.9281,3.389833,37.59,,,,,
-110.0314,37.58935,2023,NT,8.5,sc46,12,0,34,14,19,26,0.0,1.927835,36.518,84.0,0.05402334,,,,,,,,-12.74,0.1207723,0.07338593,0.04525336,0.09772035
-110.0314,37.58935,2023,NT,8.5,sc46,12,0,34,14,19,26,,,,,,4.92,4.97,4.92,1.757778,23.99179,1.757778,37.93,,,,,
-110.0314,37.58935,2023,NT,8.5,sc47,12,0,34,14,19,26,0.0,4.45435,34.954,60.0,0.1235366,,,,,,,,-16.52,0.1127492,0.07092196,0.04784964,0.09193702
-110.0314,37.58935,2023,NT,8.5,sc47,12,0,34,14,19,26,,,,,,14.05,9.8,9.8,2.446167,24.48255,24.48255,35.67,,,,,
-110.0314,37.58935,2023,NT,8.5,sc47,12,0,34,14,19,26,,,,,,14.05,9.8,9.8,2.446167,24.48255,2.446167,35.67,,,,,
-110.0314,37.58935,2023,NT,8.5,sc47,12,0,34,14,19,26,,,,,,14.05,9.8,14.05,2.446167,24.48255,24.48255,35.67,,,,,
-110.0314,37.58935,2023,NT,8.5,sc47,12,0,34,14,19,26,,,,,,14.05,9.8,14.05,2.446167,24.48255,2.446167,35.67,,,,,
-110.0314,37.58935,2023,NT,8.5,sc48,12,0,34,14,19,26,0.0,5.381662,36.067,75.0,0.6985095,,,,,,,,-19.33,0.1085867,0.06138431,0.06208423,0.08714386
-110.0314,37.58935,2023,NT,8.5,sc48,12,0,34,14,19,26,,,,,,4.0,15.01,4.0,0.1151667,24.20217,0.1151667,37.82,,,,,
-110.0314,37.58935,2023,NT,8.5,sc49,12,0,34,14,19,26,0.0,3.675214,35.162,68.0,0.5052299,,,,,,,,-10.1,0.1441968,0.07531119,0.05720617,0.1084874
-110.0314,37.58935,2023,NT,8.5,sc49,12,0,34,14,19,26,,,,,,8.09,10.83,14.17,1.848667,23.54511,13.41168,35.57,,,,,
-110.0314,37.58935,2023,NT,8.5,sc49,12,0,34,14,19,26,,,,,,8.09,10.83,14.17,1.848667,23.54511,10.86511,35.57,,,,,
-110.0314,37.58935,2023,NT,8.5,sc49,12,0,34,14,19,26,,,,,,8.09,10.83,3.49,1.848667,23.54511,13.41168,35.57,,,,,
-110.0314,37.58935,2023,NT,8.5,sc49,12,0,34,14,19,26,,,,,,8.09,10.83,3.49,1.848667,23.54511,10.86511,35.57,,,,,
-110.0314,37.58935,2023,NT,8.5,sc50,12,0,34,14,19,26,0.0,5.279647,34.694,46.0,0.5541603,,,,,,,,-10.02,0.1403528,0.08569069,0.05871455,0.1109969
-110.0314,37.58935,2023,NT,8.5,sc50,12,0,34,14,19,26,,,,,,12.15,15.36,12.15,4.116722,23.11902,13.2544,36.11,,,,,
-110.0314,37.58935,2023,NT,8.5,sc50,12,0,34,14,19,26,,,,,,12.15,15.36,12.15,4.116722,23.11902,4.116722,36.11,,,,,
-110.0314,37.58935,2023,NT,8.5,sc50,12,0,34,14,19,26,,,,,,12.15,15.36,8.09,4.116722,23.11902,13.2544,36.11,,,,,
-110.0314,37.58935,2023,NT,8.5,sc50,12,0,34,14,19,26,,,,,,12.15,15.36,8.09,4.116722,23.11902,4.116722,36.11,,,,,
-110.0314,37.58935,2023,NT,8.5,sc51,12,0,34,14,19,26,0.0,2.743684,37.507,49.0,0.00624247,,,,,,,,-10.8,0.1428274,0.09342754,0.04421588,0.1185762
-110.0314,37.58935,2023,NT,8.5,sc51,12,0,34,14,19,26,,,,,,7.71,4.49,12.01,3.848944,24.41484,11.61253,38.67,,,,,
-110.0314,37.58935,2023,NT,8.5,sc52,12,0,34,14,19,26,0.0,5.211502,34.635,56.0,0.250649,,,,,,,,-16.73,0.1094341,0.1090264,0.05063828,0.06930055
-110.0314,37.58935,2023,NT,8.5,sc52,12,0,34,14,19,26,,,,,,10.86,11.34,,1.0775,24.15603,,35.16,,,,,
-110.0314,37.58935,2023,NT,8.5,sc53,12,0,34,14,19,26,0.0,5.027829,36.482,68.0,0.1670612,,,,,,,,-9.63,0.1427769,0.08862466,0.04905852,0.05045025
-110.0314,37.58935,2023,NT,8.5,sc53,12,0,34,14,19,26,,,,,,10.6,11.34,7.41,2.024278,23.81185,11.69712,38.13,,,,,
-110.0314,37.58935,2023,NT,8.5,sc54,12,0,34,14,19,26,0.0,1.015382,36.569,76.0,3.778846e-08,,,,,,,,-10.61,0.1031426,0.09247908,0.04300513,0.06352289
-110.0314,37.58935,2023,NT,8.5,sc54,12,0,34,14,19,26,,,,,,8.71,1.04,7.19,1.233556,25.07495,10.79685,37.66,,,,,
-110.0314,37.58935,2023,NT,8.5,sc55,12,0,34,14,19,26,0.0,7.0128,35.727,67.0,0.7282216,,,,,,,,-11.7,0.1084775,0.08094452,0.06336904,0.10879
-110.0314,37.58935,2023,NT,8.5,sc55,12,0,34,14,19,26,,,,,,6.93,18.21,12.81,1.895722,23.65935,11.11576,37.22,,,,,
-110.0314,37.58935,2023,NT,8.5,sc55,12,0,34,14,19,26,,,,,,6.93,18.21,12.81,1.895722,23.65935,12.15341,37.22,,,,,
-110.0314,37.58935,2023,NT,8.5,sc55,12,0,34,14,19,26,,,,,,6.93,18.21,6.47,1.895722,23.65935,11.11576,37.22,,,,,
-110.0314,37.58935,2023,NT,8.5,sc55,12,0,34,14,19,26,,,,,,6.93,18.21,6.47,1.895722,23.65935,12.15341,37.22,,,,,
-110.0314,37.58935,2023,NT,8.5,sc56,12,0,34,14,19,26,0.0,4.43542,34.987,76.0,0.2127957,,,,,,,,-10.91,0.1201999,0.08219042,0.05019957,0.07676186
-110.0314,37.58935,2023,NT,8.5,sc56,12,0,34,14,19,26,,,,,,4.09,10.47,,-0.05472222,24.28266,,35.74,,,,,
-110.0314,37.58935,2023,NT,8.5,sc57,12,0,34,14,19,26,0.0,2.558845,38.21,71.0,0.1608364,,,,,,,,-12.18,0.1465578,0.07428896,0.04807508,0.08431853
-110.0314,37.58935,2023,NT,8.5,sc57,12,0,34,14,19,26,,,,,,15.49,6.02,6.02,2.239778,24.77332,2.239778,40.61,,,,,
-110.0314,37.58935,2023,NT,8.5,sc57,12,0,34,14,19,26,,,,,,15.49,6.02,8.07,2.239778,24.77332,14.48742,40.61,,,,,
-110.0314,37.58935,2023,NT,8.5,sc57,12,0,34,14,19,26,,,,,,15.49,6.02,6.02,2.239778,24.77332,14.48742,40.61,,,,,
-110.0314,37.58935,2023,NT,8.5,sc57,12,0,34,14,19,26,,,,,,15.49,6.02,15.49,2.239778,24.77332,24.77332,40.61,,,,,
-110.0314,37.58935,2023,NT,8.5,sc57,12,0,34,14,19,26,,,,,,15.49,6.02,15.49,2.239778,24.77332,2.239778,40.61,,,,,
-110.0314,37.58935,2023,NT,8.5,sc57,12,0,34,14,19,26,,,,,,15.49,6.02,15.49,2.239778,24.77332,14.48742,40.61,,,,,
-110.0314,37.58935,2023,NT,8.5,sc57,12,0,34,14,19,26,,,,,,15.49,6.02,6.02,2.239778,24.77332,24.77332,40.61,,,,,
-110.0314,37.58935,2023,NT,8.5,sc57,12,0,34,14,19,26,,,,,,15.49,6.02,8.07,2.239778,24.77332,24.77332,40.61,,,,,
-110.0314,37.58935,2023,NT,8.5,sc57,12,0,34,14,19,26,,,,,,15.49,6.02,8.07,2.239778,24.77332,2.239778,40.61,,,,,
-110.0314,37.58935,2023,NT,8.5,sc58,12,0,34,14,19,26,0.0,2.060603,39.443,75.0,0.0003066698,,,,,,,,-11.66,0.08288602,0.08401323,0.04391278,0.08973011
-110.0314,37.58935,2023,NT,8.5,sc58,12,0,34,14,19,26,,,,,,6.1,3.03,8.64,1.936444,26.36859,13.08588,40.24,,,,,
-110.0314,37.58935,2023,NT,8.5,sc59,12,0,34,14,19,26,0.0,5.497776,36.683,83.0,0.3239649,,,,,,,,-15.91,0.104527,0.08216911,0.05300895,0.08079141
-110.0314,37.58935,2023,NT,8.5,sc59,12,0,34,14,19,26,,,,,,7.44,13.63,8.52,-1.357056,24.4687,-1.357056,37.95,,,,,
-110.0314,37.58935,2023,NT,8.5,sc59,12,0,34,14,19,26,,,,,,7.44,13.63,8.52,-1.357056,24.4687,10.91038,37.95,,,,,
-110.0314,37.58935,2023,NT,8.5,sc59,12,0,34,14,19,26,,,,,,7.44,13.63,7.44,-1.357056,24.4687,-1.357056,37.95,,,,,
-110.0314,37.58935,2023,NT,8.5,sc59,12,0,34,14,19,26,,,,,,7.44,13.63,7.44,-1.357056,24.4687,10.91038,37.95,,,,,
-110.0314,37.58935,2023,NT,8.5,sc60,12,0,34,14,19,26,0.0,2.58651,36.912,78.0,0.03506002,,,,,,,,-7.87,0.1265322,0.0688207,0.04515063,0.05834367
-110.0314,37.58935,2023,NT,8.5,sc60,12,0,34,14,19,26,,,,,,3.33,5.24,3.33,1.732278,23.83533,23.83533,37.67,,,,,
-110.0314,37.58935,2023,NT,8.5,sc60,12,0,34,14,19,26,,,,,,3.33,5.24,3.33,1.732278,23.83533,1.732278,37.67,,,,,
-110.0314,37.58935,2023,NT,8.5,sc60,12,0,34,14,19,26,,,,,,3.33,5.24,5.24,1.732278,23.83533,23.83533,37.67,,,,,
-110.0314,37.58935,2023,NT,8.5,sc60,12,0,34,14,19,26,,,,,,3.33,5.24,5.24,1.732278,23.83533,1.732278,37.67,,,,,
-110.0314,37.58935,2023,NT,8.5,sc61,12,0,34,14,19,26,0.0,2.365391,37.166,86.0,0.0202083,,,,,,,,-20.11,0.1194628,0.09346761,0.04453046,0.05903894
-110.0314,37.58935,2023,NT,8.5,sc61,12,0,34,14,19,26,,,,,,6.39,3.89,,-1.469444,25.07957,,38.27,,,,,
-110.0314,37.58935,2024,NT,4.5,sc22,12,0,34,14,19,26,0.0,3.814297,35.127,65.0,0.2615091,,,,,,,,-11.67,0.1439076,0.08753592,0.05108731,0.09196457
-110.0314,37.58935,2024,NT,4.5,sc22,12,0,34,14,19,26,,,,,,7.3,8.83,7.83,2.895824,23.325,12.09266,35.65,,,,,
-110.0314,37.58935,2024,NT,4.5,sc23,12,0,34,14,19,26,0.0,3.298132,38.595,67.0,0.1041079,,,,,,,,-16.37,0.1162647,0.08898436,0.0468618,0.1054469
-110.0314,37.58935,2024,NT,4.5,sc23,12,0,34,14,19,26,,,,,,4.69,6.85,7.45,2.279396,24.61125,9.763967,39.84,,,,,
-110.0314,37.58935,2024,NT,4.5,sc24,12,0,34,14,19,26,0.0,4.388598,35.71,61.0,0.06210962,,,,,,,,-12.67,0.1012331,0.07711337,0.04629522,0.08103448
-110.0314,37.58935,2024,NT,4.5,sc24,12,0,34,14,19,26,,,,,,4.85,8.67,,4.047857,24.13549,,36.43,,,,,
-110.0314,37.58935,2024,NT,4.5,sc25,12,0,34,14,19,26,0.0,2.7855,38.161,80.0,0.004278589,,,,,,,,-16.52,0.1428119,0.09043781,0.0444098,0.04461337
-110.0314,37.58935,2024,NT,4.5,sc25,12,0,34,14,19,26,,,,,,13.26,4.5,,0.2999451,26.12799,,39.13,,,,,
-110.0314,37.58935,2024,NT,4.5,sc26,12,0,34,14,19,26,0.0,2.446937,36.587,79.0,0.0002910426,,,,,,,,-7.18,0.0533378,0.04618195,0.04317298,0.05261727
-110.0314,37.58935,2024,NT,4.5,sc26,12,0,34,14,19,26,,,,,,1.63,3.18,1.63,2.678407,25.61109,2.678407,37.97,,,,,
-110.0314,37.58935,2024,NT,4.5,sc27,12,0,34,14,19,26,0.0,1.875939,36.662,63.0,0.0001709586,,,,,,,,-14.11,0.1448773,0.09020459,0.04384459,0.06906987
-110.0314,37.58935,2024,NT,4.5,sc27,12,0,34,14,19,26,,,,,,12.72,2.37,2.37,1.294451,24.5444,24.5444,37.35,,,,,
-110.0314,37.58935,2024,NT,4.5,sc28,12,0,34,14,19,26,0.0,2.877988,36.986,61.0,0.1040296,,,,,,,,-11.41,0.1402995,0.0750175,0.04649153,0.06770703
-110.0314,37.58935,2024,NT,4.5,sc28,12,0,34,14,19,26,,,,,,12.61,6.79,12.61,1.830934,24.2087,1.830934,38.05,,,,,
-110.0314,37.58935,2024,NT,4.5,sc29,12,0,34,14,19,26,0.0,2.187121,36.198,68.0,0.0003311206,,,,,,,,-11.04,0.1362174,0.0950456,0.04410828,0.08103002
-110.0314,37.58935,2024,NT,4.5,sc29,12,0,34,14,19,26,,,,,,10.7,3.56,12.16,2.211978,24.52038,9.131793,36.86,,,,,
-110.0314,37.58935,2024,NT,4.5,sc30,12,0,34,14,19,26,0.0,4.347639,33.835,73.0,0.4770832,,,,,,,,-11.39,0.1410927,0.08626031,0.05655623,0.09045758
-110.0314,37.58935,2024,NT,4.5,sc30,12,0,34,14,19,26,,,,,,16.5,14.26,14.26,0.8394505,22.26228,22.26228,34.88,,,,,
-110.0314,37.58935,2024,NT,4.5,sc31,12,0,34,14,19,26,0.0,1.138026,38.976,55.0,0.0001481342,,,,,,,,-7.38,0.1367397,0.104903,0.04294945,0.05306635
-110.0314,37.58935,2024,NT,4.5,sc31,12,0,34,14,19,26,,,,,,4.85,1.57,,4.035165,24.07261,,40.05,,,,,
-110.0314,37.58935,2024,NT,4.5,sc32,12,0,34,14,19,26,0.0,3.809185,35.991,75.0,0.08077554,,,,,,,,-14.21,0.1418963,0.07796812,0.04586953,0.08826275
-110.0314,37.58935,2024,NT,4.5,sc32,12,0,34,14,19,26,,,,,,9.56,7.27,5.62,1.065549,24.60538,12.03364,36.87,,,,,
-110.0314,37.58935,2024,NT,4.5,sc32,12,0,34,14,19,26,,,,,,9.56,7.27,5.62,1.065549,24.60538,13.40984,36.87,,,,,
-110.0314,37.58935,2024,NT,4.5,sc32,12,0,34,14,19,26,,,,,,9.56,7.27,5.62,1.065549,24.60538,1.065549,36.87,,,,,
-110.0314,37.58935,2024,NT,4.5,sc32,12,0,34,14,19,26,,,,,,9.56,7.27,10.41,1.065549,24.60538,12.03364,36.87,,,,,
-110.0314,37.58935,2024,NT,4.5,sc32,12,0,34,14,19,26,,,,,,9.56,7.27,10.41,1.065549,24.60538,13.40984,36.87,,,,,
-110.0314,37.58935,2024,NT,4.5,sc32,12,0,34,14,19,26,,,,,,9.56,7.27,10.41,1.065549,24.60538,1.065549,36.87,,,,,
-110.0314,37.58935,2024,NT,4.5,sc32,12,0,34,14,19,26,,,,,,9.56,7.27,9.56,1.065549,24.60538,12.03364,36.87,,,,,
-110.0314,37.58935,2024,NT,4.5,sc32,12,0,34,14,19,26,,,,,,9.56,7.27,9.56,1.065549,24.60538,13.40984,36.87,,,,,
-110.0314,37.58935,2024,NT,4.5,sc32,12,0,34,14,19,26,,,,,,9.56,7.27,9.56,1.065549,24.60538,1.065549,36.87,,,,,
-110.0314,37.58935,2024,NT,4.5,sc33,12,0,34,14,19,26,0.0,5.310609,35.408,77.0,1.108107,,,,,,,,-14.6,0.1226815,0.08872949,0.07269351,0.1054716
-110.0314,37.58935,2024,NT,4.5,sc33,12,0,34,14,19,26,,,,,,8.23,19.12,16.11,0.6532967,23.10766,12.07852,36.56,,,,,
-110.0314,37.58935,2024,NT,4.5,sc33,12,0,34,14,19,26,,,,,,8.23,19.12,3.05,0.6532967,23.10766,10.45571,36.56,,,,,
-110.0314,37.58935,2024,NT,4.5,sc33,12,0,34,14,19,26,,,,,,8.23,19.12,16.11,0.6532967,23.10766,10.45571,36.56,,,,,
-110.0314,37.58935,2024,NT,4.5,sc33,12,0,34,14,19,26,,,,,,8.23,19.12,16.11,0.6532967,23.10766,0.6532967,36.56,,,,,
-110.0314,37.58935,2024,NT,4.5,sc33,12,0,34,14,19,26,,,,,,8.23,19.12,8.23,0.6532967,23.10766,0.6532967,36.56,,,,,
-110.0314,37.58935,2024,NT,4.5,sc33,12,0,34,14,19,26,,,,,,8.23,19.12,3.05,0.6532967,23.10766,12.07852,36.56,,,,,
-110.0314,37.58935,2024,NT,4.5,sc33,12,0,34,14,19,26,,,,,,8.23,19.12,8.23,0.6532967,23.10766,12.07852,36.56,,,,,
-110.0314,37.58935,2024,NT,4.5,sc33,12,0,34,14,19,26,,,,,,8.23,19.12,3.05,0.6532967,23.10766,0.6532967,36.56,,,,,
-110.0314,37.58935,2024,NT,4.5,sc33,12,0,34,14,19,26,,,,,,8.23,19.12,8.23,0.6532967,23.10766,10.45571,36.56,,,,,
-110.0314,37.58935,2024,NT,4.5,sc34,12,0,34,14,19,26,0.0,3.001186,36.141,72.0,0.496757,,,,,,,,-24.12,0.1401739,0.07844291,0.05646227,0.1102243
-110.0314,37.58935,2024,NT,4.5,sc34,12,0,34,14,19,26,,,,,,9.37,8.64,8.64,-0.3239011,24.50098,24.50098,37.14,,,,,
-110.0314,37.58935,2024,NT,4.5,sc35,12,0,34,14,19,26,0.0,2.513651,36.357,70.0,0.4760311,,,,,,,,-8.98,0.1010838,0.09127314,0.05592808,0.08442303
-110.0314,37.58935,2024,NT,4.5,sc35,12,0,34,14,19,26,,,,,,2.92,8.75,,3.029451,24.36332,,37.37,,,,,
-110.0314,37.58935,2024,NT,4.5,sc36,12,0,34,14,19,26,0.0,5.495452,36.264,67.0,0.8756578,,,,,,,,-15.24,0.13403,0.08986183,0.06689093,0.0876475
-110.0314,37.58935,2024,NT,4.5,sc36,12,0,34,14,19,26,,,,,,2.98,17.11,,2.065275,23.02761,,37.79,,,,,
-110.0314,37.58935,2024,NT,4.5,sc37,12,0,34,14,19,26,0.0,3.108085,39.138,62.0,0.2981823,,,,,,,,-8.49,0.08116029,0.06213856,0.0519731,0.1108543
-110.0314,37.58935,2024,NT,4.5,sc37,12,0,34,14,19,26,,,,,,2.42,9.73,14.96,3.398626,26.33212,3.398626,41.38,,,,,
-110.0314,37.58935,2024,NT,4.5,sc37,12,0,34,14,19,26,,,,,,2.42,9.73,2.42,3.398626,26.33212,13.17533,41.38,,,,,
-110.0314,37.58935,2024,NT,4.5,sc37,12,0,34,14,19,26,,,,,,2.42,9.73,14.96,3.398626,26.33212,13.17533,41.38,,,,,
-110.0314,37.58935,2024,NT,4.5,sc37,12,0,34,14,19,26,,,,,,2.42,9.73,2.42,3.398626,26.33212,3.398626,41.38,,,,,
-110.0314,37.58935,2024,NT,4.5,sc38,12,0,34,14,19,26,0.0,3.166034,38.26,60.0,0.01279592,,,,,,,,-10.09,0.1394573,0.1002435,0.04506308,0.07398516
-110.0314,37.58935,2024,NT,4.5,sc38,12,0,34,14,19,26,,,,,,7.28,6.01,13.11,2.692033,24.19342,12.19875,39.32,,,,,
-110.0314,37.58935,2024,NT,4.5,sc39,12,0,34,14,19,26,0.0,1.605946,38.065,74.0,0.03943288,,,,,,,,-12.73,0.06712613,0.05908886,0.044621,0.05468485
-110.0314,37.58935,2024,NT,4.5,sc39,12,0,34,14,19,26,,,,,,4.55,3.88,3.87,1.432198,25.35533,12.13245,38.78,,,,,
-110.0314,37.58935,2024,NT,4.5,sc40,12,0,34,14,19,26,0.0,2.74742,36.039,88.0,0.2219207,,,,,,,,-16.57,0.06227172,0.08067082,0.04971075,0.07371836
-110.0314,37.58935,2024,NT,4.5,sc40,12,0,34,14,19,26,,,,,,7.0,6.53,,-2.434945,24.50391,,37.19,,,,,
-110.0314,37.58935,2024,NT,4.5,sc41,12,0,34,14,19,26,0.0,2.583937,37.431,80.0,0.00174741,,,,,,,,-9.82,0.08524423,0.05632516,0.04415742,0.05247702
-110.0314,37.58935,2024,NT,4.5,sc41,12,0,34,14,19,26,,,,,,3.73,4.24,3.58,1.120824,25.24853,14.07038,38.57,,,,,
-110.0314,37.58935,2024,NT,4.5,sc41,12,0,34,14,19,26,,,,,,3.73,4.24,5.44,1.120824,25.24853,14.07038,38.57,,,,,
-110.0314,37.58935,2024,NT,4.5,sc41,12,0,34,14,19,26,,,,,,3.73,4.24,5.44,1.120824,25.24853,13.60467,38.57,,,,,
-110.0314,37.58935,2024,NT,4.5,sc41,12,0,34,14,19,26,,,,,,3.73,4.24,3.58,1.120824,25.24853,13.60467,38.57,,,,,
-110.0314,37.58935,2024,NT,8.5,sc42,12,0,34,14,19,26,0.0,3.352295,37.712,81.0,0.5194448,,,,,,,,-14.38,0.1384492,0.09530815,0.05679466,0.05186038
-110.0314,37.58935,2024,NT,8.5,sc42,12,0,34,14,19,26,,,,,,9.87,9.57,,-0.2158242,24.80908,,39.36,,,,,
-110.0314,37.58935,2024,NT,8.5,sc43,12,0,34,14,19,26,0.0,2.735413,36.559,80.0,0.0002141209,,,,,,,,-16.13,0.1421233,0.09053403,0.0438417,0.1111045
-110.0314,37.58935,2024,NT,8.5,sc43,12,0,34,14,19,26,,,,,,5.94,4.16,,1.214176,24.14429,,37.97,,,,,
-110.0314,37.58935,2024,NT,8.5,sc44,12,0,34,14,19,26,0.0,3.263417,36.722,70.0,0.2093783,,,,,,,,-15.69,0.1383923,0.08526208,0.04942265,0.1096103
-110.0314,37.58935,2024,NT,8.5,sc44,12,0,34,14,19,26,,,,,,5.96,8.45,14.46,0.5265385,25.69033,13.38962,37.17,,,,,
-110.0314,37.58935,2024,NT,8.5,sc45,12,0,34,14,19,26,0.0,1.811276,37.83,69.0,0.007453583,,,,,,,,-12.99,0.1391169,0.07090382,0.04375839,0.08751952
-110.0314,37.58935,2024,NT,8.5,sc45,12,0,34,14,19,26,,,,,,5.31,3.19,3.19,2.01011,25.90098,25.90098,38.69,,,,,
-110.0314,37.58935,2024,NT,8.5,sc46,12,0,34,14,19,26,0.0,1.969204,37.099,80.0,0.001441181,,,,,,,,-7.02,0.1052291,0.0574309,0.04360396,0.07148063
