"","artist_name","instrumentalness","valence","danceability","energy","loudness","speechiness","acousticness","liveness","tempo","track_name","track_id","album_name","album_release_year","album_release_date","popularity"
"458","Beyoncé",0.000922,0.245,0.591,0.79,-7.864,0.0956,0.0488,0.417,99.946,"Naughty Girl - Live","3ORyn13n4NOuo1Gx8jIPhO","I Am...World Tour",2010,"2010-11-26",89
"459","Beyoncé",0.00215,0.184,0.429,0.967,-5.08,0.309,0.000279,0.933,99.027,"Freakum Dress - Live","0FIKess6SMftejiZDw5XhA","I Am...World Tour",2010,"2010-11-26",88
"460","Beyoncé",0.000146,0.184,0.556,0.945,-5.756,0.52,0.141,0.347,96.618,"Get Me Bodied - Live","7oLAYmZqSPChQxJLUTqG6D","I Am...World Tour",2010,"2010-11-26",82
"461","Beyoncé",0.00668,0.208,0.524,0.691,-7.99,0.0332,0.0196,0.939,94.982,"Smash Into You - Live","4p3yAhuwfXZFrHMbdax5tw","I Am...World Tour",2010,"2010-11-26",112
"462","Beyoncé",4.25e-05,0.0784,0.275,0.449,-10.563,0.0335,0.613,0.857,104.838,"Ave Maria - Live","2JZw2tZLsXWkcfiOsiJgPH","I Am...World Tour",2010,"2010-11-26",88
"463","Beyoncé",5.85e-06,0.15,0.297,0.596,-7.308,0.21,0.537,0.971,169.502,"Broken-Hearted Girl - Live","3EL1uxOAV1BFiWd9ZwKOVX","I Am...World Tour",2010,"2010-11-26",82
"464","Beyoncé",0.0272,0.157,0.306,0.945,-5.32,0.424,0.0131,0.892,100.105,"If I Were A Boy / You Oughta Know - Live","3IaTbEhNpnXtFNoIOUEmDr","I Am...World Tour",2010,"2010-11-26",196
"465","Beyoncé",0.00431,0.337,0.601,0.939,-7.323,0.309,0.00252,0.289,146.248,"Diva - Live","1szpCmZZQemziInTY8EXpH","I Am...World Tour",2010,"2010-11-26",105
"466","Beyoncé",1.69e-06,0.353,0.509,0.739,-6.124,0.287,0.0577,0.904,135.995,"Radio - Live","76EPVr1eI3zM4S2HZ684Nw","I Am...World Tour",2010,"2010-11-26",79
"467","Beyoncé",2.68e-06,0.603,0.476,0.844,-7.971,0.659,0.367,0.867,83.132,"Ego (feat. Kanye West)","7psZtgEwG20HDigY0BLKOx","I Am...World Tour",2010,"2010-11-26",83
"468","Beyoncé",2.4e-06,0.534,0.426,0.903,-6.175,0.236,0.0547,0.924,129.117,"Hello - Live","7uo8Xea7OGqbnWmnhoduhL","I Am...World Tour",2010,"2010-11-26",81
"469","Beyoncé",0.0199,0.217,0.473,0.84,-8.271,0.313,0.0307,0.475,91.13,"Baby Boy - Live","1souRQnZaUmfncdjgUsy1D","I Am...World Tour",2010,"2010-11-26",172
"470","Beyoncé",0.0348,0.314,0.395,0.592,-10.841,0.0443,0.00778,0.816,144.848,"You Don't Love Me, No No No - Live","3oSIGp7CRv3nulpX1owHVR","I Am...World Tour",2010,"2010-11-26",240
"471","Beyoncé",2.38e-06,0.266,0.304,0.921,-8.559,0.79,0.0346,0.983,88.515,"Irreplaceable - Live","6QNQwlvwsZSVx6ZfxLyYOi","I Am...World Tour",2010,"2010-11-26",87
"472","Beyoncé",0.0245,0.267,0.399,0.741,-8.987,0.484,0.235,0.413,83.213,"Check On It - Live","6chmIekFMDwd85b4NYhy46","I Am...World Tour",2010,"2010-11-26",192
"473","Beyoncé",0,0.438,0.542,0.878,-8.096,0.297,0.0064,0.859,103.293,"Bootylicious - Live","0Ytf40sbSHd0LMcxm8Yjfm","I Am...World Tour",2010,"2010-11-26",85
"474","Beyoncé",0.21,0.334,0.565,0.807,-7.988,0.293,0.00102,0.971,84.937,"Upgrade U - Live","3AEhT2SoXzXpP2UpeyAyb5","I Am...World Tour",2010,"2010-11-26",982
"475","Beyoncé",0,0.448,0.503,0.871,-6.659,0.404,0.306,0.823,137.164,"Say My Name - Live","4dLxRtTl1VVcB7qq1iHzVG","I Am...World Tour",2010,"2010-11-26",81
"476","Beyoncé",0.00888,0.255,0.143,0.315,-12.587,0.0368,0.306,0.916,75.195,"At Last - Live","41N6nyybHwTKKES7engoiR","I Am...World Tour",2010,"2010-11-26",130
"477","Beyoncé",4.55e-05,0.171,0.358,0.641,-8.823,0.0752,0.193,0.763,124.061,"Listen (From the Motion Picture ""Dreamgirls"") - Live","4OuVVcw3PV6tg0f7N6bARL","I Am...World Tour",2010,"2010-11-26",87
"478","Beyoncé",3.52e-05,0.198,0.628,0.894,-5.448,0.137,0.018,0.922,97.083,"Single Ladies (Put a Ring on It) - Live","0656Ba4hb119dMJkx7zJ3N","I Am...World Tour",2010,"2010-11-26",78
"479","Beyoncé",0.000241,0.217,0.261,0.913,-5.795,0.433,0.0352,0.863,143.024,"Halo - Live","2laS6W8SYTUbBJsq6HbYNE","I Am...World Tour",2010,"2010-11-26",82
"480","Beyoncé",0.051,0.22,0.326,0.975,-5.784,0.233,0.000703,0.815,155.075,"Outro - Live","5w18AsEMHsvH5ECzYm5lhI","I Am...World Tour",2010,"2010-11-26",301
"481","Beyoncé",0.115,0.885,0.712,0.828,-7.108,0.0418,0.00323,0.0264,125.999,"If I Were a Boy - Maurice Joshua Mojo UK Remix - Main","3F0kKIk7COCKuI1GF8FORH","Above And Beyoncé Dance Mixes",2009,"2009-06-16",576
"483","Beyoncé",0.00223,0.622,0.846,0.629,-7.355,0.0658,0.00327,0.0655,131.997,"Diva - Karmatronic Club Remix","7rrgYBKsqrluXOfaGhZfEF","Above And Beyoncé Dance Mixes",2009,"2009-06-16",92
"485","Beyoncé",8.02e-06,0.0813,0.372,0.751,-6.694,0.257,0.0846,0.122,168.247,"Broken-Hearted Girl - Catalyst Remix","1gt62xikWxR5hZoQ9rhWhD","Above And Beyoncé Dance Mixes",2009,"2009-06-16",85
"486","Beyoncé",1.74e-05,0.613,0.846,0.683,-6.148,0.0654,0.0452,0.0583,122.988,"Ego - OK DAC Club Remix","0VCZ8tS4za4kEwJHbMNVnY","Above And Beyoncé Dance Mixes",2009,"2009-06-16",80
"488","Beyoncé",0,0.341,0.574,0.421,-5.443,0.174,0.0989,0.0568,78.781,"Ego (feat. Kanye West) - Remix","1tta4aktfa50BLaCttgl1T","Above And Beyoncé Dance Mixes",2009,"2009-06-16",76
"489","Beyoncé",0,0.427,0.632,0.518,-6.126,0.0313,0.107,0.354,90.007,"If I Were a Boy","26NX1wPt1TRCH536yocd6i","I AM...SASHA FIERCE",2008,"2008-11-14",68
"490","Beyoncé",0,0.472,0.508,0.72,-5.908,0.0628,0.272,0.0563,79.983,"Halo","3ERa3mEeOnrh2Mc47qM6T1","I AM...SASHA FIERCE",2008,"2008-11-14",68
"491","Beyoncé",0,0.206,0.492,0.348,-10.676,0.0301,0.128,0.326,78.412,"Disappear","03LDjOt38LwvM9choMGGWU","I AM...SASHA FIERCE",2008,"2008-11-14",89
"492","Beyoncé",0,0.159,0.336,0.424,-7.203,0.0353,0.503,0.273,82.149,"Broken-Hearted Girl","31acMiV67UgKn1ScFChFxo","I AM...SASHA FIERCE",2008,"2008-11-14",81
"493","Beyoncé",0,0.201,0.35,0.403,-9.57,0.0279,0.786,0.12,104.957,"Ave Maria","1j9HwUMSkRUeVFRWlHcFsy","I AM...SASHA FIERCE",2008,"2008-11-14",87
"494","Beyoncé",0,0.103,0.572,0.429,-8.974,0.0271,0.192,0.263,95.068,"Smash Into You","3vi85V6MSvFs0j720UxoAF","I AM...SASHA FIERCE",2008,"2008-11-14",85
"495","Beyoncé",0,0.282,0.384,0.153,-14.55,0.0324,0.729,0.116,109.859,"Satellites","2UBZCxvghc6M635BEKjHZe","I AM...SASHA FIERCE",2008,"2008-11-14",98
"496","Beyoncé",2.06e-05,0.102,0.549,0.628,-7.45,0.0309,0.00908,0.128,115.036,"That's Why You're Beautiful","22yMWV37oR5GTuP6XMummO","I AM...SASHA FIERCE",2008,"2008-11-14",85
"497","Beyoncé",0,0.272,0.426,0.584,-5.293,0.296,0.0383,0.188,193.437,"Single Ladies (Put a Ring on It)","2ZBNclC5wm4GtiWaeh0DMx","I AM...SASHA FIERCE",2008,"2008-11-14",68
"498","Beyoncé",2.41e-06,0.553,0.605,0.763,-5.949,0.0775,0.129,0.0839,135.771,"Radio","1l0LovwzqV3leLDHOz7zJ6","I AM...SASHA FIERCE",2008,"2008-11-14",81
"499","Beyoncé",0.00728,0.861,0.875,0.551,-6.744,0.317,0.0488,0.0537,146.092,"Diva","5Ssv6DaKrW0HczVqx6zXdl","I AM...SASHA FIERCE",2008,"2008-11-14",111
"500","Beyoncé",1.86e-05,0.788,0.694,0.825,-5.986,0.111,0.0895,0.0618,121.949,"Sweet Dreams","1FKxKGONukVFXWVJxAKmlz","I AM...SASHA FIERCE",2008,"2008-11-14",81
"501","Beyoncé",0.0353,0.608,0.479,0.763,-8.954,0.178,0.00242,0.383,84.769,"Video Phone","53hNzjDClsnsdYpLIwqXvn","I AM...SASHA FIERCE",2008,"2008-11-14",239
"502","Beyoncé",1.54e-06,0.416,0.33,0.769,-5.755,0.17,0.206,0.143,97.515,"Hello","3ID5lLzkh4uM8XPUuB2VKq","I AM...SASHA FIERCE",2008,"2008-11-14",81
"503","Beyoncé",0,0.489,0.623,0.389,-7.816,0.241,0.155,0.163,79.454,"Ego","6GcuA4J9ruyClBizBd4m5E","I AM...SASHA FIERCE",2008,"2008-11-14",81
"504","Beyoncé",0,0.205,0.534,0.575,-6.706,0.0519,0.0546,0.131,86.961,"Scared of Lonely","5m3MMqREtffhno6KLdpnDI","I AM...SASHA FIERCE",2008,"2008-11-14",81
"505","Beyoncé",0.000237,0.418,0.764,0.751,-3.74,0.0703,0.00554,0.164,91.977,"Beautiful Liar","2HWWNoWEEEECwZhAiLg7ib","B'Day Deluxe Edition",2007,"2007-05-29",74
"506","Beyoncé",5.46e-06,0.509,0.447,0.694,-4.637,0.382,0.0293,0.167,175.868,"Irreplaceable","6RX5iL93VZ5fKmyvNXvF1r","B'Day Deluxe Edition",2007,"2007-05-29",78
"507","Beyoncé",7.82e-06,0.726,0.796,0.572,-7.019,0.0634,0.0682,0.135,107.045,"Green Light","3JdDBUiZ1UJv7J7RQqxEFF","B'Day Deluxe Edition",2007,"2007-05-29",80
"508","Beyoncé",0.00305,0.537,0.814,0.384,-7.953,0.292,0.0516,0.0968,157.992,"Kitty Kat","7sk73N1SgNZweS3ozl3NXs","B'Day Deluxe Edition",2007,"2007-05-29",95
"509","Beyoncé",0.000124,0.78,0.807,0.784,-4.866,0.236,0.0118,0.315,124.821,"Welcome To Hollywood (feat. Jay-Z)","1ouHuqrpM2NlyOSoQqZvSP","B'Day Deluxe Edition",2007,"2007-05-29",77
"510","Beyoncé",4.84e-05,0.483,0.593,0.68,-5.556,0.335,0.00182,0.31,84.547,"Upgrade U (feat. Jay-Z)","0GLUBbX4daHJkT3RQHEOia","B'Day Deluxe Edition",2007,"2007-05-29",78
"511","Beyoncé",0.00117,0.625,0.664,0.701,-7.718,0.0967,0.234,0.0646,151.947,"Flaws and All","30Z84zKyyx3Hn2Af8OdwaR","B'Day Deluxe Edition",2007,"2007-05-29",90
"512","Beyoncé",0,0.196,0.485,0.827,-3.707,0.177,0.144,0.116,92.161,"World Wide Woman","2if8i85YH1WAVbOCM5cFuo","B'Day Deluxe Edition",2007,"2007-05-29",76
"513","Beyoncé",0,0.667,0.925,0.728,-6.82,0.254,0.00408,0.207,96.54,"Get Me Bodied - Extended Mix","3W1mdCYUHWewrVXnRsPntM","B'Day Deluxe Edition",2007,"2007-05-29",80
"514","Beyoncé",0,0.298,0.47,0.476,-8.825,0.0371,0.248,0.106,94.922,"If","7ybhptDcHnLW7EtUNr87Uf","B'Day Deluxe Edition",2007,"2007-05-29",86
"515","Beyoncé",5.04e-05,0.459,0.681,0.715,-5.148,0.0638,0.0039,0.0569,98.96,"Freakum Dress","5XM8AjUuP4uEWZ9XGGYLFk","B'Day Deluxe Edition",2007,"2007-05-29",78
"516","Beyoncé",0.000118,0.573,0.691,0.931,-4.037,0.265,0.212,0.34,93.852,"Suga Mama","68thzKPaW0pzn5IxcCJd8O","B'Day Deluxe Edition",2007,"2007-05-29",76
"517","Beyoncé",1.22e-05,0.355,0.644,0.746,-4.941,0.341,0.0071,0.0743,105.253,"Deja Vu (feat. Jay-Z)","423EcxblW9F4nnQkqcqMlK","B'Day Deluxe Edition",2007,"2007-05-29",78
"518","Beyoncé",0.000155,0.48,0.458,0.751,-8.395,0.469,0.0299,0.258,169.673,"Ring The Alarm","5BkHkyO9PFXs1m7vSMnXp4","B'Day Deluxe Edition",2007,"2007-05-29",89
"519","Beyoncé",0,0.48,0.29,0.574,-5.387,0.112,0.6,0.149,197.431,"Resentment","6p3RSoc1B77D6sJT4vtVZ4","B'Day Deluxe Edition",2007,"2007-05-29",79
"520","Beyoncé",0,0.187,0.432,0.637,-3.905,0.0475,0.416,0.113,122.394,"Listen (From the Motion Picture ""Dreamgirls"")","4z7Ja0RNran3XpIvc1PIQz","B'Day Deluxe Edition",2007,"2007-05-29",75
"521","Beyoncé",0,0.596,0.491,0.745,-5.631,0.254,0.473,0.239,167.875,"Amor Gitano","1Kd5Qj9kicqjCw1BjWRzH0","B'Day Deluxe Edition",2007,"2007-05-29",80
"522","Beyoncé",0,0.141,0.548,0.638,-3.115,0.0435,0.588,0.101,122.868,"Listen (Oye) - Spanish Version","5b65LF6kBoxmkPN4Lz5mmF","B'Day Deluxe Edition",2007,"2007-05-29",72
"523","Beyoncé",6.61e-06,0.615,0.627,0.705,-3.539,0.231,0.0941,0.178,175.861,"Irreplaceable (Irreemplazable) - Spanish version","1BKTisxMw0p2l55xvMWkpo","B'Day Deluxe Edition",2007,"2007-05-29",74
"524","Beyoncé",1.26e-06,0.513,0.646,0.806,-4.495,0.135,0.0997,0.258,91.962,"Beautiful Liar (Bello Embustero) - Spanish Version","4Ao5ZHafrPDOIFcjMd1dER","B'Day Deluxe Edition",2007,"2007-05-29",76
"525","Beyoncé",8.31e-05,0.487,0.763,0.761,-3.794,0.0544,0.0063,0.287,91.977,"Beautiful Liar - Remix","16F7nHePq2Bs62DIPS2IIZ","B'Day Deluxe Edition",2007,"2007-05-29",74
"526","Beyoncé",0.00373,0.57,0.694,0.726,-5.13,0.042,0.0034,0.0801,92.015,"Beautiful Liar (feat. Sasha) - Spanglish Version","3VGOzKd0mi1YZ34sdNZS2W","B'Day Deluxe Edition",2007,"2007-05-29",94
"527","Beyoncé",1.03e-06,0.845,0.511,0.808,-4.09,0.139,0.15,0.232,176.042,"Irreplaceable (Irreemplazable) - Nortena Remix","3DGXHKCey74H4o2s8r8DWX","B'Day Deluxe Edition",2007,"2007-05-29",77
"528","Beyoncé",1.22e-05,0.362,0.763,0.728,-4.944,0.326,0.00677,0.0915,105.923,"Deja Vu (feat. Jay-Z)","2MAyGB3UgAbbT1Fjc7b7aA","B'Day",2006,"2006-09-04",77
"529","Beyoncé",0,0.651,0.865,0.829,-6.981,0.315,0.0673,0.253,96.511,"Get Me Bodied","6fmeXejj4CNkAQ78yao7oE","B'Day",2006,"2006-09-04",82
"530","Beyoncé",0.000315,0.615,0.682,0.939,-4.054,0.284,0.226,0.346,93.81,"Suga Mama","7hrrhtzmyTcULmNlYlcxJO","B'Day",2006,"2006-09-04",77
"531","Beyoncé",0.000123,0.509,0.474,0.683,-5.585,0.397,0.00161,0.309,169.51,"Upgrade U (feat. Jay-Z)","6V1nOgkrGmr6Wx1x4RQ6Bc","B'Day",2006,"2006-09-04",80
"532","Beyoncé",0.000223,0.428,0.456,0.742,-8.39,0.481,0.0534,0.0837,168.507,"Ring The Alarm","63THThIOBNIl93zs8JuAfk","B'Day",2006,"2006-09-04",89
"533","Beyoncé",0.00944,0.506,0.81,0.386,-7.846,0.311,0.0529,0.0969,157.919,"Kitty Kat","5UhR5ud9gS6n0PgzsjZmQd","B'Day",2006,"2006-09-04",122
"534","Beyoncé",1.49e-05,0.378,0.683,0.703,-5.154,0.0585,0.0043,0.0599,98.953,"Freakum Dress","3IAyQMTYOsspp9p1htFSak","B'Day",2006,"2006-09-04",78
"535","Beyoncé",1.11e-05,0.729,0.796,0.568,-7.071,0.0631,0.0833,0.256,107.034,"Green Light","5fJZwKCPUicgfqkmh1R8ES","B'Day",2006,"2006-09-04",80
"536","Beyoncé",1.15e-06,0.501,0.576,0.697,-4.192,0.326,0.0286,0.167,175.906,"Irreplaceable","1G7DcLzPnopdZjLkev0K4e","B'Day",2006,"2006-09-04",68
"537","Beyoncé",0,0.482,0.378,0.565,-5.388,0.0493,0.648,0.13,102.131,"Resentment","7zt3bDTgxn03ZfV9xHqOs5","B'Day",2006,"2006-09-04",77
"538","Beyoncé",0,0.864,0.705,0.796,-6.845,0.267,0.0708,0.388,166.042,"Check On It (feat. Bun B & Slim Thug)","2RWxrpsFshOBFwRBRstUlQ","B'Day",2006,"2006-09-04",82
"539","Beyoncé",0,0.681,0.646,0.77,-6.596,0.226,0.00249,0.0715,99.165,"Crazy In Love (feat. Jay-Z)","5IVuqXILoxVWvWEPm82Jxr","Dangerously In Love",2003,"2003-06-24",80
"540","Beyoncé",1.54e-05,0.659,0.588,0.461,-8.686,0.161,0.237,0.0913,200.053,"Naughty Girl","0YGQ3hZcRLC5YX7o0hdmHg","Dangerously In Love",2003,"2003-06-24",86
"541","Beyoncé",1.16e-06,0.791,0.655,0.488,-9.17,0.22,0.0825,0.221,91.025,"Baby Boy (feat. Sean Paul)","4WY3HyGXsWqjFRCVD6gnTe","Dangerously In Love",2003,"2003-06-24",85
"542","Beyoncé",0.000238,0.971,0.736,0.651,-8.933,0.124,0.00265,0.0838,166.572,"Hip Hop Star (feat. Big Boi & Sleepy Brown)","5cl6rJmigUbx6cNrA3nV8z","Dangerously In Love",2003,"2003-06-24",88
"543","Beyoncé",2.15e-06,0.782,0.711,0.454,-6.485,0.0904,0.125,0.071,74.928,"Be With You","1qgNiHh7QoSgzoFZEPwPNm","Dangerously In Love",2003,"2003-06-24",78
"544","Beyoncé",3.25e-05,0.536,0.75,0.458,-9.092,0.0803,0.226,0.137,83.61,"Me, Myself and I","6XsT5UGfpaFeHQf5LRIy4W","Dangerously In Love",2003,"2003-06-24",85
"545","Beyoncé",3.59e-06,0.551,0.662,0.374,-11.19,0.34,0.114,0.249,112.694,"Yes","3m9641nehhPSAIEODgBqaW","Dangerously In Love",2003,"2003-06-24",90
"546","Beyoncé",3.98e-06,0.411,0.447,0.395,-9.828,0.225,0.153,0.133,76.758,"Signs (feat. Missy Elliott)","3goUufQotOykzA3zLkPNyb","Dangerously In Love",2003,"2003-06-24",87
"547","Beyoncé",0.00258,0.103,0.568,0.282,-10.225,0.0313,0.158,0.182,112.708,"Speechless","3V5I90jseccXcK4MGC1gqr","Dangerously In Love",2003,"2003-06-24",99
"548","Beyoncé",0,0.697,0.493,0.527,-9.752,0.33,0.167,0.288,103.451,"That's How You Like It (feat. Jay-Z)","68JTZDIYLoUwW4ibQZrM1X","Dangerously In Love",2003,"2003-06-24",87
"549","Beyoncé",0,0.304,0.652,0.292,-9.603,0.0467,0.619,0.174,116.109,"The Closer I Get to You (feat. Beyoncé Knowles)","5vagrguhKusDNKj179pu8R","Dangerously In Love",2003,"2003-06-24",85
"550","Beyoncé",0,0.459,0.609,0.407,-8.026,0.0808,0.345,0.19,99.982,"Dangerously In Love","0KFuXEdOp5QfIfxHR6TJSm","Dangerously In Love",2003,"2003-06-24",82
"551","Beyoncé",0,0.542,0.65,0.0452,-20.854,0.7,0.485,0.121,152.48,"Beyoncé Interlude","1cfE96qcUYYaSxz1S6Qh6i","Dangerously In Love",2003,"2003-06-24",112
"552","Beyoncé",0,0.32,0.388,0.265,-12.712,0.0499,0.901,0.194,137.24,"Gift from Virgo","6aa0HmJb38PLZw6Fc7BMId","Dangerously In Love",2003,"2003-06-24",94
"553","Beyoncé",1.49e-05,0.448,0.469,0.446,-9.237,0.0753,0.255,0.182,123.46,"Daddy","5pv5vddJx34hzRT9wI0wK2","Dangerously In Love",2003,"2003-06-24",87
"554","Harry Styles",0.0568,0.357,0.72,0.715,-4.652,0.04,0.258,0.107,107.041,"Music For a Sushi Restaurant","5LYMamLv12UPbemOaTPyeV","Harry's House",2022,"2022-05-20",319
"555","Harry Styles",0,0.901,0.714,0.728,-4.595,0.0468,0.298,0.106,114.996,"Late Night Talking","1qEmFfgcLObUfQm0j1W2CK","Harry's House",2022,"2022-05-20",85
"556","Harry Styles",0.143,0.88,0.645,0.721,-4.394,0.0336,0.357,0.204,182.928,"Grapejuice","4j6kId9QIqhoXvqHKgSKa0","Harry's House",2022,"2022-05-20",688
"557","Harry Styles",0.00101,0.662,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,"As It Was","4Dvkj6JhhA12EX05fT7y2e","Harry's House",2022,"2022-05-20",94
"558","Harry Styles",0.00144,0.626,0.686,0.445,-7.189,0.0398,0.484,0.175,145.5,"Daylight","51Zw1cKDgkad0CXv23HCMU","Harry's House",2022,"2022-05-20",86
"559","Harry Styles",0.000143,0.402,0.559,0.535,-7.723,0.039,0.719,0.0954,141.96,"Little Freak","3i058E8uxTsYqJ5NWZzqSj","Harry's House",2022,"2022-05-20",84
"560","Harry Styles",1.97e-05,0.386,0.507,0.294,-10,0.04,0.896,0.0966,114.199,"Matilda","6uvh0In7u1Xn4HgxOfAn8O","Harry's House",2022,"2022-05-20",82
"561","Harry Styles",0.0511,0.896,0.829,0.644,-7.696,0.0427,0.354,0.0944,105.993,"Cinema","35TyJIMR3xRouUuo2sjS6v","Harry's House",2022,"2022-05-20",301
"562","Harry Styles",0.0152,0.899,0.707,0.811,-5.298,0.0304,0.311,0.131,113.971,"Daydreaming","69w5X6uTrOaWM32IetSzvO","Harry's House",2022,"2022-05-20",143
"563","Harry Styles",0.00156,0.902,0.721,0.479,-9.669,0.226,0.321,0.182,164.948,"Keep Driving","2NcQic8JxdjAlAHuNbOIRE","Harry's House",2022,"2022-05-20",93
"564","Harry Styles",3.05e-05,0.301,0.576,0.457,-6.473,0.0304,0.143,0.0917,138.984,"Satellite","0rzaRSujxA0bKyjJl6vHYq","Harry's House",2022,"2022-05-20",83
"565","Harry Styles",0,0.323,0.417,0.202,-10.976,0.0357,0.935,0.108,118.029,"Boyfriends","6qj02zSeEJGWZ4c0dn5QzJ","Harry's House",2022,"2022-05-20",88
"566","Harry Styles",0,0.203,0.555,0.536,-8.233,0.0452,0.669,0.0623,118.057,"Love Of My Life","1mw0RgNXIpYRyyCdBQbLgA","Harry's House",2022,"2022-05-20",85
"567","Harry Styles",0.000131,0.254,0.448,0.838,-5.257,0.0557,0.21,0.131,139.863,"Golden","45S5WTQEGOB1VHr1Q4FuPl","Fine Line",2019,"2019-12-13",80
"568","Harry Styles",0,0.557,0.548,0.816,-4.209,0.0465,0.122,0.335,95.39,"Watermelon Sugar","6UelLqGlWMcVH1E5c4H7lY","Fine Line",2019,"2019-12-13",88
"569","Harry Styles",7e-06,0.569,0.676,0.771,-3.675,0.0483,0.0237,0.102,99.048,"Adore You","3jjujdWJ72nww5eGnfs2E7","Fine Line",2019,"2019-12-13",85
"570","Harry Styles",0.0045,0.27,0.575,0.621,-8.165,0.032,0.0392,0.141,101.987,"Lights Up","4jAIqgrPjKLTY9Gbez25Qb","Fine Line",2019,"2019-12-13",105
"571","Harry Styles",0.00453,0.411,0.53,0.512,-9.261,0.0259,0.615,0.129,95.946,"Cherry","2IOFZdYYkFxEHVz1w34PoL","Fine Line",2019,"2019-12-13",106
"572","Harry Styles",1.46e-06,0.0592,0.567,0.267,-6.502,0.0299,0.839,0.089,110.011,"Falling","1ZMiCix7XSAbfAJlEZWMCp","Fine Line",2019,"2019-12-13",84
"573","Harry Styles",1.61e-05,0.605,0.758,0.436,-7.269,0.0418,0.618,0.335,104.959,"To Be So Lonely","5JiH89mHrv9oWHlD0T326z","Fine Line",2019,"2019-12-13",78
"575","Harry Styles",0.000795,0.86,0.566,0.846,-6.904,0.035,0.000564,0.121,160.02,"Sunflower, Vol. 6","6iYMfxznTBlcVOgRHab2W0","Fine Line",2019,"2019-12-13",88
"576","Harry Styles",3.49e-05,0.7,0.603,0.621,-7.14,0.0267,0.328,0.119,94.022,"Canyon Moon","5IhzJOXNE7ki0IIJbZbnGq","Fine Line",2019,"2019-12-13",82
"577","Harry Styles",2.2e-05,0.697,0.653,0.869,-3.725,0.0382,0.128,0.046,122.017,"Treat People With Kindness","03mMSLEJCPoGJwQhHpN5y0","Fine Line",2019,"2019-12-13",76
"578","Harry Styles",0.00013,0.0511,0.306,0.347,-8.5,0.0334,0.172,0.0485,120.996,"Fine Line","6VzcQuzTNTMFnJ6rBSaLH9","Fine Line",2019,"2019-12-13",82
"579","Harry Styles",0.00025,0.339,0.537,0.383,-6.528,0.0247,0.747,0.356,104.252,"Meet Me in the Hallway","4u9Y4Z9i9VaAbBK7rW1Rha","Harry Styles",2017,"2017-05-12",78
"580","Harry Styles",0,0.222,0.516,0.595,-4.63,0.0313,0.0275,0.109,119.972,"Sign of the Times","5Ohxk2dO5COHF1krpoPigN","Harry Styles",2017,"2017-05-12",85
"581","Harry Styles",1.54e-06,0.458,0.624,0.673,-4.017,0.0268,0.000569,0.104,121.986,"Carolina","3Dwq1oiOFys6Sxr5SslmXw","Harry Styles",2017,"2017-05-12",75
"582","Harry Styles",1.86e-06,0.456,0.386,0.407,-7.095,0.0268,0.234,0.0999,69.387,"Two Ghosts","4B1rpPmQXwj78wk6aIGwwU","Harry Styles",2017,"2017-05-12",81
"583","Harry Styles",0,0.228,0.427,0.262,-8.541,0.0276,0.746,0.068,104.085,"Sweet Creature","5kRPPEWFJIMox5qIkQkiz5","Harry Styles",2017,"2017-05-12",83
"584","Harry Styles",0,0.348,0.554,0.842,-4.113,0.0397,0.287,0.106,114.036,"Only Angel","5Lbsc65org0b85kNsPkluY","Harry Styles",2017,"2017-05-12",77
"585","Harry Styles",0,0.491,0.375,0.93,-2.631,0.0561,0.00064,0.318,147.124,"Kiwi","33SNO8AaciGbNaQFkxvPrW","Harry Styles",2017,"2017-05-12",75
"586","Harry Styles",3.13e-06,0.383,0.389,0.537,-6.761,0.0309,0.2,0.125,127.964,"Ever Since New York","5LABCxgmP7DATATIJXOh6n","Harry Styles",2017,"2017-05-12",82
"587","Harry Styles",0.0038,0.379,0.624,0.647,-4.68,0.0335,0.0169,0.221,136.022,"Woman","33bURv895AN4FkBvgFo2dx","Harry Styles",2017,"2017-05-12",93
"588","Harry Styles",0.0518,0.201,0.671,0.156,-16.288,0.0371,0.804,0.113,94.08,"From the Dining Table","1IF5UcqRO42D12vYwceOY6","Harry Styles",2017,"2017-05-12",322
"589","Taylor Swift",3.66e-05,0.685,0.757,0.61,-4.84,0.0327,0.00942,0.367,116.998,"Welcome To New York (Taylor's Version)","4WUepByoeqcedHoYhSNHRt","1989 (Taylor's Version) [Deluxe]",2023,"2023-10-27",75
"590","Taylor Swift",0,0.701,0.733,0.733,-5.376,0.067,0.0885,0.168,96.057,"Blank Space (Taylor's Version)","0108kcWLnn2HlH2kedi1gn","1989 (Taylor's Version) [Deluxe]",2023,"2023-10-27",78
"591","Taylor Swift",0.0197,0.305,0.511,0.822,-4.785,0.0397,0.000421,0.0899,94.868,"Style (Taylor's Version)","3Vpk1hfMAQme8VJ0SNRSkd","1989 (Taylor's Version) [Deluxe]",2023,"2023-10-27",163
"592","Taylor Swift",5.59e-05,0.206,0.545,0.885,-5.968,0.0447,0.000537,0.385,92.021,"Out Of The Woods (Taylor's Version)","1OcSfkeCg9hRC2sFKB4IMJ","1989 (Taylor's Version) [Deluxe]",2023,"2023-10-27",82
