"","artist_name","instrumentalness","valence","danceability","energy","loudness","speechiness","acousticness","liveness","tempo","track_name","track_id","album_name","album_release_year","album_release_date","popularity"
"1","Drake",0,0.2,0.402,0.514,-7.322,0.0471,0.106,0.181,120.009,"Virginia Beach","6YV2AI87l1n2fzqU8Dyo05","For All The Dogs Scary Hours Edition",2023,"2023-11-17",83
"2","Drake",0,0.309,0.646,0.605,-7.59,0.188,0.0636,0.253,90.156,"Amen (feat. Teezo Touchdown)","59ZmQR4pwCaa5iM3veM7Cs","For All The Dogs Scary Hours Edition",2023,"2023-11-17",83
"3","Drake",0,0.104,0.571,0.55,-6.567,0.106,0.0548,0.179,120.947,"Calling For You (feat. 21 Savage)","2R30S0W4JCM9JaQWlpmeWn","For All The Dogs Scary Hours Edition",2023,"2023-11-17",81
"4","Drake",0,0.0658,0.697,0.32,-9.347,0.214,0.0127,0.18,136.976,"Fear Of Heights","6LFW4dEsLeiGluniXRgVYr","For All The Dogs Scary Hours Edition",2023,"2023-11-17",86
"5","Drake",0,0.0667,0.566,0.564,-7.88,0.277,0.0149,0.104,139.92,"Daylight","1us5wNgZc0YLT8RQQs2Q7L","For All The Dogs Scary Hours Edition",2023,"2023-11-17",85
"6","Drake",0,0.245,0.475,0.655,-7.342,0.33,0.0306,0.375,163.997,"First Person Shooter (feat. J. Cole)","6xIsHPRHdbzU6UMVFn4wh8","For All The Dogs Scary Hours Edition",2023,"2023-11-17",84
"7","Drake",0.000284,0.14,0.673,0.672,-8.577,0.224,0.0466,0.193,136.902,"IDGAF (feat. Yeat)","2uvBprdlMpzeN5Bq0PzMBI","For All The Dogs Scary Hours Edition",2023,"2023-11-17",88
"8","Drake",0,0.325,0.487,0.49,-9.373,0.0649,0.554,0.126,141.389,"7969 Santa","0pdMOh52apEWAS1xELJY7Q","For All The Dogs Scary Hours Edition",2023,"2023-11-17",88
"9","Drake",0,0.105,0.483,0.408,-9.243,0.0502,0.508,0.259,88.88,"Slime You Out (feat. SZA)","4gQBXN2GBRpemMuxg5y3h9","For All The Dogs Scary Hours Edition",2023,"2023-11-17",86
"10","Drake",1.31e-05,0.369,0.626,0.309,-10.397,0.0433,0.85,0.117,117.94,"Bahamas Promises","3nHat22UwPywIevUrXIhy1","For All The Dogs Scary Hours Edition",2023,"2023-11-17",87
"11","Drake",0,0.231,0.57,0.295,-13.693,0.0445,0.837,0.167,84.139,"Tried Our Best","5BTu8L170anjdgSohdBkkv","For All The Dogs Scary Hours Edition",2023,"2023-11-17",95
"13","Drake",0,0.147,0.709,0.377,-11.327,0.219,0.334,0.176,127.921,"Drew A Picasso","7jKNxYzPFGDWEemcRVebLb","For All The Dogs Scary Hours Edition",2023,"2023-11-17",91
"14","Drake",0,0.176,0.647,0.34,-8.795,0.0496,0.245,0.107,91.998,"Members Only (feat. PARTYNEXTDOOR)","7uHF03xE84sQ5PicRNH3yu","For All The Dogs Scary Hours Edition",2023,"2023-11-17",84
"15","Drake",0,0.473,0.832,0.555,-7.766,0.116,0.0506,0.213,95.618,"What Would Pluto Do","4e0uZkMYa8e8HJ5TEUN417","For All The Dogs Scary Hours Edition",2023,"2023-11-17",82
"16","Drake",0,0.226,0.572,0.406,-10.081,0.308,0.543,0.0982,125.019,"All The Parties (feat. Chief Keef)","04BF53Rb6LOpDUJG518IqS","For All The Dogs Scary Hours Edition",2023,"2023-11-17",88
"17","Drake",0,0.668,0.567,0.682,-6.423,0.274,0.643,0.512,79.043,"8am in Charlotte","1dKXBUKx7oCB2UXlkihNn8","For All The Dogs Scary Hours Edition",2023,"2023-11-17",78
"18","Drake",0,0.574,0.502,0.391,-9.013,0.0428,0.845,0.112,132.819,"BBL Love - Interlude","4bF4MxTGnNj8dTW0LZmAx5","For All The Dogs Scary Hours Edition",2023,"2023-11-17",84
"19","Drake",0.000182,0.241,0.868,0.452,-6.825,0.304,0.0481,0.133,107.538,"Gently (feat. Bad Bunny)","3BE3IYsAhqkTiRIR7T7x7M","For All The Dogs Scary Hours Edition",2023,"2023-11-17",80
"20","Drake",0,0.141,0.636,0.729,-4.495,0.055,0.0458,0.384,146.009,"Rich Baby Daddy (feat. Sexyy Red & SZA)","2DSy4HfDQoBsPPcRSoeM16","For All The Dogs Scary Hours Edition",2023,"2023-11-17",77
"21","Drake",0,0.282,0.702,0.71,-5.003,0.0459,0.0144,0.144,158.129,"Another Late Night (feat. Lil Yachty)","6N7CsPNdryWPtG5CTmCHpx","For All The Dogs Scary Hours Edition",2023,"2023-11-17",79
"22","Drake",0,0.226,0.848,0.625,-7.64,0.0587,0.0195,0.109,93.019,"Away From Home","2QThr0NmKP43AbPOrW2cDl","For All The Dogs Scary Hours Edition",2023,"2023-11-17",83
"23","Drake",3.37e-06,0.343,0.44,0.274,-14.464,0.0809,0.0924,0.128,76.513,"Polar Opposites","1GZJGEId948OqKmf24ubj5","For All The Dogs Scary Hours Edition",2023,"2023-11-17",99
"24","Drake",0,0.393,0.455,0.707,-5.765,0.179,0.155,0.132,114.47,"Red Button","5Mc8XDfGQCMkOEZm9rS1cE","For All The Dogs Scary Hours Edition",2023,"2023-11-17",80
"25","Drake",7.12e-05,0.846,0.65,0.839,-4.428,0.18,0.572,0.219,87.39,"Stories About My Brother","0ZB5pdrM1leH58IgokDPZM","For All The Dogs Scary Hours Edition",2023,"2023-11-17",75
"26","Drake",0,0.652,0.354,0.79,-6.758,0.329,0.291,0.309,74.179,"The Shoe Fits","2Mph2Rvl5kVg0MYtfV60wZ","For All The Dogs Scary Hours Edition",2023,"2023-11-17",82
"27","Drake",0,0.52,0.476,0.926,-6.623,0.48,0.353,0.224,86.252,"Wick Man","4ASBfwBwwo7DTT2zq9YSLP","For All The Dogs Scary Hours Edition",2023,"2023-11-17",83
"28","Drake",0,0.25,0.56,0.784,-5.304,0.301,0.0508,0.221,78.161,"Evil Ways (feat. J. Cole)","2ut4BOQSqxLpcX5MtPjzYa","For All The Dogs Scary Hours Edition",2023,"2023-11-17",79
"29","Drake",0,0.276,0.465,0.7,-5.163,0.0893,0.203,0.299,120.854,"You Broke My Heart","5Se32hEA9raeboZerywxka","For All The Dogs Scary Hours Edition",2023,"2023-11-17",78
"30","Drake",0,0.2,0.402,0.514,-7.322,0.0471,0.106,0.181,120.009,"Virginia Beach","3eP13S8D5m2cweMEg3ZDed","For All The Dogs",2023,"2023-10-06",85
"31","Drake",0,0.309,0.646,0.605,-7.59,0.188,0.0636,0.253,90.156,"Amen (feat. Teezo Touchdown)","0Mrnt1YqVuW2bqmwu4VxDt","For All The Dogs",2023,"2023-10-06",83
"32","Drake",0,0.104,0.571,0.55,-6.567,0.106,0.0548,0.179,120.947,"Calling For You (feat. 21 Savage)","2nibvvDdAQkVraYP00z2RS","For All The Dogs",2023,"2023-10-06",81
"33","Drake",0,0.0666,0.581,0.325,-9.238,0.22,0.0128,0.16,136.934,"Fear Of Heights","53KaP77tkliz36LPxWGlWK","For All The Dogs",2023,"2023-10-06",86
"34","Drake",0,0.0667,0.566,0.564,-7.88,0.277,0.0149,0.104,139.92,"Daylight","4ZT0wGKwlJRjpMUuwZVy3p","For All The Dogs",2023,"2023-10-06",85
"35","Drake",0,0.248,0.47,0.64,-7.779,0.32,0.0277,0.382,163.92,"First Person Shooter (feat. J. Cole)","7aqfrAY2p9BUSiupwk3svU","For All The Dogs",2023,"2023-10-06",91
"36","Drake",8.92e-05,0.138,0.663,0.67,-8.399,0.271,0.0464,0.205,136.952,"IDGAF (feat. Yeat)","2YSzYUF3jWqb9YP9VXmpjE","For All The Dogs",2023,"2023-10-06",93
"37","Drake",0,0.325,0.487,0.49,-9.373,0.0649,0.554,0.126,141.389,"7969 Santa","1GpWY5RiInhezB8wGWs6oN","For All The Dogs",2023,"2023-10-06",88
"38","Drake",0,0.105,0.483,0.408,-9.243,0.0502,0.508,0.259,88.88,"Slime You Out (feat. SZA)","0AYt6NMyyLd0rLuvr0UkMH","For All The Dogs",2023,"2023-10-06",81
"39","Drake",1.31e-05,0.369,0.626,0.309,-10.397,0.0433,0.85,0.117,117.94,"Bahamas Promises","3JZjcKImHcmOI9ylL4zrSc","For All The Dogs",2023,"2023-10-06",87
"40","Drake",0,0.231,0.57,0.295,-13.693,0.0445,0.837,0.167,84.139,"Tried Our Best","3IHt4j5uAEl7iBu8Utn985","For All The Dogs",2023,"2023-10-06",95
"42","Drake",0,0.143,0.707,0.334,-12.792,0.244,0.375,0.17,127.944,"Drew A Picasso","03rwnftfgpYVO6QDWOZcG6","For All The Dogs",2023,"2023-10-06",94
"43","Drake",0,0.176,0.647,0.34,-8.795,0.0496,0.245,0.107,91.998,"Members Only (feat. PARTYNEXTDOOR)","24FUBxaAYSBlWsbSnEzDcn","For All The Dogs",2023,"2023-10-06",84
"44","Drake",0,0.473,0.832,0.555,-7.766,0.116,0.0506,0.213,95.618,"What Would Pluto Do","1DAibqbopEYULPEtE8WHTE","For All The Dogs",2023,"2023-10-06",82
"45","Drake",0,0.195,0.65,0.405,-10.156,0.199,0.552,0.107,124.747,"All The Parties (feat. Chief Keef)","1PIgY9ybyFT9uWLM5POYGY","For All The Dogs",2023,"2023-10-06",88
"46","Drake",0,0.668,0.567,0.682,-6.423,0.274,0.643,0.512,79.043,"8am in Charlotte","0w3Mfe4PIVjuFjJbe3OlYv","For All The Dogs",2023,"2023-10-06",78
"47","Drake",0,0.574,0.502,0.391,-9.013,0.0428,0.845,0.112,132.819,"BBL Love - Interlude","1mjAD7IYvI5UGiB7WnppMf","For All The Dogs",2023,"2023-10-06",84
"48","Drake",0.000111,0.255,0.868,0.407,-7.735,0.295,0.0479,0.139,107.524,"Gently (feat. Bad Bunny)","6ZprqcYFC6D9eIZaCoqrSn","For All The Dogs",2023,"2023-10-06",82
"49","Drake",0,0.142,0.645,0.729,-4.56,0.0528,0.0377,0.384,146.01,"Rich Baby Daddy (feat. Sexyy Red & SZA)","1yeB8MUNeLo9Ek1UEpsyz6","For All The Dogs",2023,"2023-10-06",88
"50","Drake",0,0.214,0.684,0.541,-8.04,0.0483,0.0347,0.138,158.046,"Another Late Night (feat. Lil Yachty)","17IBDpAl3J39swaoPlfGpp","For All The Dogs",2023,"2023-10-06",85
"51","Drake",0,0.226,0.848,0.625,-7.64,0.0587,0.0195,0.109,93.019,"Away From Home","4IcbUXrAzBtn6iUO1LP471","For All The Dogs",2023,"2023-10-06",83
"52","Drake",3.37e-06,0.343,0.44,0.274,-14.464,0.0809,0.0924,0.128,76.513,"Polar Opposites","3oZZfVvLJuDYc4Vn3A63Fw","For All The Dogs",2023,"2023-10-06",99
"53","Drake",1.86e-06,0.424,0.561,0.52,-9.342,0.244,0.0503,0.355,153.15,"Rich Flex","1bDbXMyjaUIooNwFE9wn0N","Her Loss",2022,"2022-11-04",86
"54","Drake",0,0.225,0.908,0.546,-10.491,0.323,0.0127,0.0707,131.016,"Major Distribution","46s57QULU02Voy0Kup6UEb","Her Loss",2022,"2022-11-04",90
"55","Drake",0,0.329,0.841,0.358,-8.368,0.591,0.0201,0.39,158.014,"On BS","34tz0eDhGuFErIuW3q4mPX","Her Loss",2022,"2022-11-04",82
"56","Drake",0,0.395,0.849,0.433,-8.434,0.316,0.0407,0.388,142.11,"BackOutsideBoyz","0wshkEEcJUQU33RSRBb5dv","Her Loss",2022,"2022-11-04",83
"57","Drake",0,0.616,0.934,0.614,-7.384,0.198,0.00274,0.123,144.045,"Privileged Rappers","7l2nxyx7IkBX5orhkALg0V","Her Loss",2022,"2022-11-04",82
"58","Drake",0,0.203,0.773,0.701,-6.386,0.0512,0.01,0.163,129.963,"Spin Bout U","2ZL7WZcjuYKi1KUDtp4kCC","Her Loss",2022,"2022-11-04",81
"59","Drake",0,0.111,0.501,0.403,-11.106,0.119,0.234,0.267,118.352,"Hours In Silence","0sSRLXxknVTQDStgU1NqpY","Her Loss",2022,"2022-11-04",91
"60","Drake",0,0.609,0.746,0.517,-7.582,0.327,0.0782,0.137,88.987,"Treacherous Twins","4Flfb4fGscN9kXPOduQLrv","Her Loss",2022,"2022-11-04",81
"61","Drake",0,0.252,0.734,0.605,-8.476,0.0699,0.0102,0.317,103.976,"Circo Loco","7GeTsDIc5ykNB6lORO6Cee","Her Loss",2022,"2022-11-04",85
"62","Drake",0,0.445,0.749,0.63,-6.652,0.116,0.0623,0.353,122.03,"Pussy & Millions (feat. Travis Scott)","2KLwPaRDOB87XOYAT2fgxh","Her Loss",2022,"2022-11-04",80
"63","Drake",0.000108,0.112,0.642,0.533,-7.45,0.266,0.0104,0.251,120.041,"Broke Boys","45pUWUeEWGoSdH6UF162G8","Her Loss",2022,"2022-11-04",83
"64","Drake",0,0.25,0.466,0.703,-5.774,0.393,0.18,0.422,76.815,"Middle of the Ocean","410TZrK18uRjtsTunG14cl","Her Loss",2022,"2022-11-04",79
"65","Drake",0,0.319,0.799,0.575,-6.257,0.282,0.221,0.196,99.026,"Jumbotron Shit Poppin","2ZlABhxMMa43COmZ97kKsJ","Her Loss",2022,"2022-11-04",78
"66","Drake",0.000422,0.0713,0.704,0.504,-6.749,0.223,0.0405,0.139,82.537,"More M’s","29YW2xXlo6Pc6M0SBTCXYN","Her Loss",2022,"2022-11-04",82
"67","Drake",6.49e-06,0.241,0.475,0.692,-8.327,0.398,0.0533,0.18,181.167,"3AM on Glenwood","1MTXYvJ9TSqg9x6WPCDx2n","Her Loss",2022,"2022-11-04",88
"68","Drake",1.2e-05,0.0398,0.385,0.34,-11.754,0.051,0.499,0.196,83.947,"I Guess It’s Fuck Me","31bsuKDOzFGzBAoXxtnAJm","Her Loss",2022,"2022-11-04",92
"70","Drake",0.00653,0.349,0.718,0.758,-8.29,0.0703,0.238,0.11,118.989,"Falling Back","1vbn9fEyw1IYhqgZJdu9ZB","Honestly, Nevermind",2022,"2022-06-17",114
"71","Drake",0.195,0.536,0.765,0.627,-4.607,0.0622,0.000916,0.0847,118.997,"Texts Go Green","4FIgHqXd4KkOwxrGeLDYM2","Honestly, Nevermind",2022,"2022-06-17",910
"72","Drake",0.00167,0.416,0.883,0.283,-12.653,0.113,0.104,0.0935,122.013,"Currents","1eCFz60zd7mAXgWLapPd9B","Honestly, Nevermind",2022,"2022-06-17",100
"73","Drake",0.000104,0.323,0.6,0.482,-11.596,0.0701,0.512,0.115,121.909,"A Keeper","0nAZGkBGKQCXyaoSJfRhC1","Honestly, Nevermind",2022,"2022-06-17",93
"74","Drake",8.53e-05,0.484,0.826,0.276,-11.227,0.266,0.62,0.118,123.985,"Calling My Name","7sT7kZEYd1MrmzLLIRVZas","Honestly, Nevermind",2022,"2022-06-17",88
"75","Drake",0.000217,0.0774,0.853,0.495,-14.63,0.14,0.0917,0.0844,137.027,"Sticky","4rmVZajAF7PkrCagGPHbqa","Honestly, Nevermind",2022,"2022-06-17",102
"76","Drake",0.0169,0.0557,0.499,0.671,-6.774,0.0561,0.114,0.148,124.994,"Massive","28JBD8p18xNuOfyV7Cotdn","Honestly, Nevermind",2022,"2022-06-17",156
"77","Drake",0.0993,0.201,0.593,0.41,-13.097,0.0531,0.886,0.115,122.584,"Flight's Booked","6Yj7Zhxt73uvwFFvzQXdxO","Honestly, Nevermind",2022,"2022-06-17",520
"78","Drake",0.00964,0.518,0.502,0.645,-10.611,0.122,0.444,0.107,109.739,"Overdrive","7hRlTK3mgFTBEjX7DjqBsI","Honestly, Nevermind",2022,"2022-06-17",133
"79","Drake",0.00036,0.639,0.718,0.319,-11.261,0.0435,0.965,0.0895,109.994,"Down Hill","3N3d4OWbPVxTQVBFqNyykk","Honestly, Nevermind",2022,"2022-06-17",90
"80","Drake",0.0917,0.284,0.775,0.688,-10.912,0.0593,0.0176,0.108,120.017,"Tie That Binds","1XsRwo2it6QHdV2OiT6IzF","Honestly, Nevermind",2022,"2022-06-17",485
"81","Drake",0,0.582,0.557,0.706,-6.592,0.0649,0.268,0.132,105.013,"Liability","2vy9Ry1TNjCD85TiCbTz0r","Honestly, Nevermind",2022,"2022-06-17",81
"82","Drake",2.41e-06,0.366,0.529,0.673,-4.711,0.175,0.000307,0.093,165.921,"Jimmy Cooks (feat. 21 Savage)","3F5CgOj3wFlRv51JsHbxhe","Honestly, Nevermind",2022,"2022-06-17",89
"83","Drake",0,0.496,0.423,0.667,-7.012,0.326,0.758,0.246,86.743,"Champagne Poetry","2HSmyk2qMN8WQjuGhaQgCk","Certified Lover Boy",2021,"2021-09-03",81
"84","Drake",0,0.588,0.701,0.741,-6.157,0.313,0.112,0.699,140.177,"Papi’s Home","6jy9yJfgCsMHdu2Oz4BGKX","Certified Lover Boy",2021,"2021-09-03",79
"85","Drake",0,0.381,0.767,0.438,-8.726,0.29,0.181,0.142,86.975,"Girls Want Girls (with Lil Baby)","37Nqx7iavZpotJSDXZWbJ3","Certified Lover Boy",2021,"2021-09-03",84
"86","Drake",0,0.147,0.686,0.385,-8.35,0.297,0.614,0.131,143.07,"In The Bible (with Lil Durk & Giveon)","61S79KIVA4I9FXbnsylEHT","Certified Lover Boy",2021,"2021-09-03",83
"87","Drake",3.59e-05,0.155,0.73,0.576,-5.442,0.287,0.354,0.15,92.131,"Love All (with JAY-Z)","4VCbgIdr8ptegWeJpqLVHH","Certified Lover Boy",2021,"2021-09-03",77
"88","Drake",0,0.292,0.666,0.465,-8.545,0.26,0.0503,0.215,167.937,"Fair Trade (with Travis Scott)","40iJIUlhi6renaREYGeIDS","Certified Lover Boy",2021,"2021-09-03",85
"89","Drake",4.5e-06,0.331,0.803,0.597,-6.035,0.141,0.000619,0.323,136.008,"Way 2 Sexy (with Future & Young Thug)","0k1WUmIRnG3xU6fvvDVfRG","Certified Lover Boy",2021,"2021-09-03",79
"90","Drake",3.05e-06,0.246,0.568,0.56,-9.059,0.42,0.228,0.39,130.019,"TSU","4s7QLoImIwmPi9L6dq1nVW","Certified Lover Boy",2021,"2021-09-03",86
"91","Drake",0,0.0744,0.507,0.429,-7.726,0.326,0.0518,0.109,91,"N 2 Deep","34D6FJysnQioVingDKufuf","Certified Lover Boy",2021,"2021-09-03",83
"92","Drake",0,0.59,0.518,0.69,-6.15,0.107,0.128,0.176,77.837,"Pipe Down","11pEKMLmavDu8fxOB5QjbQ","Certified Lover Boy",2021,"2021-09-03",80
"93","Drake",0.0381,0.0908,0.476,0.161,-11.665,0.0407,0.967,0.109,119.614,"Yebba’s Heartbreak","1PDP7mLiAMwhfmgIwzhOm2","Certified Lover Boy",2021,"2021-09-03",253
"94","Drake",0,0.171,0.84,0.744,-4.751,0.113,0.0181,0.629,83.737,"No Friends In The Industry","2tUL6dZf1mywCj5WvCPZw6","Certified Lover Boy",2021,"2021-09-03",75
"95","Drake",0,0.153,0.849,0.424,-9.579,0.324,0.0635,0.0834,145.887,"Knife Talk (with 21 Savage ft. Project Pat)","2BcMwX1MPV6ZHP4tUT9uq6","Certified Lover Boy",2021,"2021-09-03",87
"96","Drake",0,0.141,0.724,0.531,-4.108,0.298,0.225,0.11,89.901,"7am On Bridle Path","42m3eP1JJhtzffal9B136J","Certified Lover Boy",2021,"2021-09-03",73
"97","Drake",8.16e-06,0.783,0.488,0.635,-7.19,0.26,0.179,0.156,174.072,"Race My Mind","2Q3jFbyE61mCjS3SkW4toJ","Certified Lover Boy",2021,"2021-09-03",83
"98","Drake",0.0675,0.689,0.843,0.485,-8.735,0.195,0.181,0.107,100.053,"Fountains (with Tems)","08XWh5c0BMyD1nKVxxl91z","Certified Lover Boy",2021,"2021-09-03",372
"99","Drake",0,0.338,0.32,0.466,-6.77,0.0374,0.00645,0.133,177.693,"Get Along Better","5ScbulRnixQ2XAdvrPMFjz","Certified Lover Boy",2021,"2021-09-03",83
"100","Drake",0,0.711,0.519,0.851,-6.001,0.29,0.118,0.178,123.823,"You Only Live Twice (with Lil Wayne & Rick Ross)","50ceCGZ3oD3U5caQV5bP6f","Certified Lover Boy",2021,"2021-09-03",81
"101","Drake",0.00504,0.0498,0.59,0.493,-8.704,0.0367,0.402,0.129,150.026,"IMY2 (with Kid Cudi)","7F9cT6hIRhnFCYP6GKS0tf","Certified Lover Boy",2021,"2021-09-03",108
"102","Drake",0,0.165,0.783,0.416,-9.84,0.135,0.213,0.103,87.073,"F*****g Fans","3RkNXZvOSMMElmmXztDc94","Certified Lover Boy",2021,"2021-09-03",87
"103","Drake",6.92e-06,0.637,0.473,0.53,-8.506,0.249,0.812,0.227,74.732,"The Remorse","1cCXT1cErAY6tmIqHbodrt","Certified Lover Boy",2021,"2021-09-03",83
"104","Drake",0,0.374,0.473,0.824,-3.68,0.163,0.482,0.605,77.888,"Deep Pockets","3IvMYBE7A3c7to1aEcfFJk","Dark Lane Demo Tapes",2020,"2020-05-01",73
"105","Drake",0,0.526,0.41,0.82,-6.808,0.533,0.252,0.538,170.718,"When To Say When","5TCBWmEBrin7etRa4Lswr1","Dark Lane Demo Tapes",2020,"2020-05-01",83
"106","Drake",0,0.0397,0.735,0.449,-7.507,0.347,0.629,0.113,122.947,"Chicago Freestyle (feat. Giveon)","4wVOKKEHUJxHCFFNUWDn0B","Dark Lane Demo Tapes",2020,"2020-05-01",81
"107","Drake",1.94e-05,0.316,0.458,0.452,-9.299,0.047,0.342,0.0703,86.318,"Not You Too (feat. Chris Brown)","3Q4gttWQ6hxqWOa3tHoTNi","Dark Lane Demo Tapes",2020,"2020-05-01",87
"108","Drake",3.04e-06,0.845,0.83,0.49,-8.82,0.209,0.289,0.113,81.604,"Toosie Slide","466cKvZn1j45IpxDdYZqdA","Dark Lane Demo Tapes",2020,"2020-05-01",83
"109","Drake",0,0.554,0.812,0.506,-7.706,0.116,0.281,0.325,145.074,"Desires (with Future)","7eYAHC0RbBF9eaqWzT34Aq","Dark Lane Demo Tapes",2020,"2020-05-01",81
"110","Drake",0,0.5,0.864,0.477,-5.786,0.224,0.201,0.182,86.46,"Time Flies","5H4mXWKcicuLKDn4Jy0sK7","Dark Lane Demo Tapes",2020,"2020-05-01",75
"111","Drake",0,0.715,0.881,0.636,-4.629,0.287,0.00606,0.111,163.949,"Landed","3KixNgUEaDtrKJVzdqjU5q","Dark Lane Demo Tapes",2020,"2020-05-01",75
"112","Drake",0,0.815,0.718,0.706,-5.709,0.06,0.0128,0.352,170.004,"D4L","5fHrHoJKfCgBd35zwIBmUK","Dark Lane Demo Tapes",2020,"2020-05-01",79
"113","Drake",0,0.12,0.825,0.373,-5.532,0.108,0.163,0.368,77.271,"Pain 1993 (with Playboi Carti)","6Kj17Afjo1OKJYpf5VzCeo","Dark Lane Demo Tapes",2020,"2020-05-01",74
"114","Drake",0,0.505,0.551,0.57,-7.385,0.351,0.28,0.424,85.687,"Losses","6fLVTVaHWaEfVKfEgbkf4D","Dark Lane Demo Tapes",2020,"2020-05-01",81
"115","Drake",0,0.476,0.787,0.477,-7.837,0.199,0.768,0.104,80.506,"From Florida With Love","0YkUwXxnTkeJBvt5upeEtP","Dark Lane Demo Tapes",2020,"2020-05-01",80
"116","Drake",0,0.729,0.543,0.766,-3.387,0.343,0.423,0.155,106.869,"Demons (feat. Fivio Foreign & Sosa Geek)","05aZ9sAU1YXndHv0FMi9iW","Dark Lane Demo Tapes",2020,"2020-05-01",73
"117","Drake",0,0.239,0.749,0.792,-4.151,0.0826,0.292,0.109,144.064,"War","1I55Ea0zVoSKs6MqW7DQ3i","Dark Lane Demo Tapes",2020,"2020-05-01",76
"118","Drake",0,0.33,0.423,0.587,-6.635,0.529,0.765,0.114,180.331,"Dreams Money Can Buy","1qyFlfPREPbRcS2BNszdYI","Care Package",2019,"2019-08-02",81
"119","Drake",0.000317,0.544,0.631,0.788,-7.142,0.102,0.371,0.108,157.769,"The Motion","0Tacxc5lDJ8LwiO1pWNSl8","Care Package",2019,"2019-08-02",86
"120","Drake",0,0.472,0.789,0.404,-8.364,0.23,0.205,0.219,122.062,"How Bout Now","4n4BflhWjCHIxrI4v7Xt9s","Care Package",2019,"2019-08-02",82
"121","Drake",0,0.523,0.421,0.539,-5.456,0.274,0.779,0.111,89.177,"Trust Issues","4Wjhj0WjkyECccfHVIgaTq","Care Package",2019,"2019-08-02",76
"122","Drake",0.000285,0.0361,0.733,0.361,-11.129,0.135,0.348,0.0942,94.902,"Days in The East","4czcw3NVLY0of5hTD7OufN","Care Package",2019,"2019-08-02",91
"123","Drake",0,0.564,0.673,0.81,-3.793,0.36,0.0322,0.133,166.084,"Draft Day","3W3FVHEDetkiRkkGKDmdir","Care Package",2019,"2019-08-02",76
"124","Drake",0,0.549,0.743,0.66,-4.802,0.418,0.115,0.101,192.031,"4pm in Calabasas","6C9SwoZ5OrxcvkntgA5t8s","Care Package",2019,"2019-08-02",77
"125","Drake",0,0.391,0.555,0.88,-4.325,0.265,0.0678,0.0723,87.195,"5 Am in Toronto","0FnxK9FEAQyPJ284QcieNb","Care Package",2019,"2019-08-02",78
"126","Drake",5.61e-06,0.689,0.477,0.501,-9.178,0.0398,0.706,0.0953,81.376,"I Get Lonely","3sMC6vfTTSa0mMAPTwzDVD","Care Package",2019,"2019-08-02",85
"127","Drake",7.26e-06,0.385,0.549,0.495,-5.661,0.133,0.603,0.0979,81.012,"My Side","4alHkxxwAhvoGg3dJCATKV","Care Package",2019,"2019-08-02",76
"128","Drake",0,0.282,0.498,0.844,-2.834,0.268,0.0111,0.102,88.435,"Jodeci Freestyle (feat. J. Cole)","2xUHiyGeGrWmmfv7NbDTWC","Care Package",2019,"2019-08-02",74
"129","Drake",3.24e-05,0.543,0.338,0.729,-6.419,0.102,0.758,0.18,184.174,"Club Paradise","6MR5IBSNfDmiwnrlQpVw4w","Care Package",2019,"2019-08-02",83
"130","Drake",0,0.225,0.508,0.748,-4.997,0.33,0.281,0.168,100.414,"Free Spirit (feat. Rick Ross)","18t8ypY0HYaQuGBxg2KdT2","Care Package",2019,"2019-08-02",78
"131","Drake",0.000116,0.302,0.641,0.454,-8.344,0.133,0.179,0.065,78.036,"Heat Of The Moment","27Tqjd2nMW2mIp6Yk1ovwY","Care Package",2019,"2019-08-02",84
"132","Drake",0,0.328,0.619,0.489,-11.25,0.46,0.782,0.106,126.046,"Girls Love Beyoncé (feat. James Fauntleroy)","56NDFbD0tCUawnqeU2wcvv","Care Package",2019,"2019-08-02",91
"133","Drake",7.98e-05,0.141,0.505,0.494,-8.635,0.315,0.414,0.105,171.978,"Paris Morton Music","73IE87H0g2MBmdn41lkVto","Care Package",2019,"2019-08-02",87
"134","Drake",0.0108,0.0674,0.643,0.178,-8.56,0.0588,0.484,0.122,85.042,"Can I","3e0ZGE7Gp034iLknjQk4QW","Care Package",2019,"2019-08-02",128
"135","Drake",0,0.145,0.555,0.596,-9.09,0.375,0.133,0.123,77.324,"Survival","2yg9UN4eo5eMVJ7OB4RWj3","Scorpion",2018,"2018-06-29",87
"136","Drake",0.0126,0.423,0.912,0.412,-8.074,0.123,0.0165,0.104,154.983,"Nonstop","0TlLq3lA83rQOYtrqBqSct","Scorpion",2018,"2018-06-29",137
"137","Drake",0,0.0542,0.758,0.474,-8.72,0.147,0.0152,0.116,76.061,"Elevate","3szf2z1Cy1QMrtHrbn8rz9","Scorpion",2018,"2018-06-29",85
"138","Drake",0,0.0853,0.414,0.677,-5.12,0.254,0.0248,0.0793,172.521,"Emotionless","5Psnhdkyanjpgc2P8A5TSM","Scorpion",2018,"2018-06-29",81
"139","Drake",8.29e-05,0.357,0.754,0.449,-9.211,0.109,0.0332,0.552,77.169,"God's Plan","6DCZcSspjsKoFjzjrWoCdn","Scorpion",2018,"2018-06-29",86
"140","Drake",0,0.492,0.899,0.586,-7.866,0.343,0.279,0.0836,150.002,"I'm Upset","3qN5qMTKyEEmiTZD38BNTT","Scorpion",2018,"2018-06-29",83
