album_release_year,popularity
2013-12-08,77.95555555555555
2014-12-08,78.2
2015-12-08,76.21212121212122
2016-12-08,77.53535353535354
2017-12-08,77.90789473684211
2018-12-08,77.79787234042553
2019-12-08,79.20987654320987
2020-12-08,78.38636363636364
2021-12-08,77.8
2022-12-08,78.34883720930233
2023-12-08,71.33333333333333
