"","Date","Price"
"302",2021-08-12,224.382670412539
"303",2021-08-13,221.055744492089
"304",2021-08-14,221.692378464521
"305",2021-08-15,218.679368834625
"306",2021-08-16,215.613550856786
"307",2021-08-17,215.510867958007
"308",2021-08-18,216.619843264823
"309",2021-08-19,210.705308295135
"310",2021-08-20,202.572822711814
"311",2021-08-21,208.554568306158
"312",2021-08-22,209.663543612974
"313",2021-08-23,209.596332988319
"314",2021-08-24,213.292917344374
"315",2021-08-25,211.074966730741
"316",2021-08-26,212.183942037557
"317",2021-08-27,210.33564985953
"318",2021-08-28,211.46142782251
"319",2021-08-29,211.579046415657
"320",2021-08-30,211.444625166346
"321",2021-08-31,214.032234215585
"322",2021-09-01,211.444625166346
"323",2021-09-02,207.378382374686
"324",2021-09-03,207.748040810291
"325",2021-09-04,209.344293145861
"326",2021-09-05,209.865175486941
"327",2021-09-06,211.814283601952
"328",2021-09-07,211.444625166346
"329",2021-09-08,207.00872393908
"330",2021-09-09,205.530090196658
"331",2021-09-10,199.245896791365
"332",2021-09-11,202.186361620045
"333",2021-09-12,201.480650061162
"334",2021-09-13,195.179653999704
"335",2021-09-14,209.596332988319
"336",2021-09-15,206.639065503475
"337",2021-09-16,204.421114889842
"338",2021-09-17,204.421114889842
"339",2021-09-18,205.061856178225
"340",2021-09-19,204.143871063138
"341",2021-09-20,201.895115579871
"342",2021-09-21,200.090830358463
"343",2021-09-22,199.3691162699
"344",2021-09-23,199.985213662576
"345",2021-09-24,198.136921484548
"346",2021-09-25,202.028062911975
"347",2021-09-26,205.723720805785
"348",2021-09-27,205.530090196658
"349",2021-09-28,209.596332988319
"350",2021-09-29,212.183942037557
"351",2021-09-30,220.686086056484
"352",2021-10-01,215.510867958007
"353",2021-10-02,215.736770335321
"354",2021-10-03,215.431655436091
"355",2021-10-04,214.463502390458
"356",2021-10-05,216.619843264823
"357",2021-10-06,209.226674552713
"358",2021-10-07,215.510867958007
"359",2021-10-08,207.748040810291
"360",2021-10-09,209.411503770516
"361",2021-10-10,207.510403244545
"362",2021-10-11,206.967650779569
"363",2021-10-12,203.681798018631
"364",2021-10-13,202.94248114742
"365",2021-10-14,213.292917344374
"366",2021-10-15,226.600621026172
"367",2021-10-16,222.265535735889
"368",2021-10-17,227.675991020661
"369",2021-10-18,225.491645719355
"370",2021-10-19,238.060032529942
"371",2021-10-20,236.211740351915
"372",2021-10-21,244.344225935236
"373",2021-10-22,240.277983143575
"374",2021-10-23,242.613552350356
"375",2021-10-24,244.88191093248
"376",2021-10-25,241.017300014786
"377",2021-10-26,252.846369954162
"378",2021-10-27,257.651929617034
"379",2021-10-28,246.562176548869
"380",2021-10-29,247.671151855685
"381",2021-10-30,251.686986678854
"382",2021-10-31,254.896294006156
"383",2021-11-01,257.651929617034
"384",2021-11-02,257.282271181428
"385",2021-11-03,256.173295874612
"386",2021-11-04,263.566464586722
"387",2021-11-05,283.528020109419
"388",2021-11-06,277.848722326025
"389",2021-11-07,283.914481201188
"390",2021-11-08,290.181871950318
"391",2021-11-09,287.594262901079
"392",2021-11-10,284.636995416235
"393",2021-11-11,287.594262901079
"394",2021-11-12,293.139139435162
"395",2021-11-13,294.281720054306
"396",2021-11-14,299.137687685669
"397",2021-11-15,300.901966582877
"398",2021-11-16,306.077184681354
"399",2021-11-17,306.077184681354
"400",2021-11-18,304.968209374538
"401",2021-11-19,296.096406920006
"402",2021-11-20,296.970145040528
"403",2021-11-21,292.651862406409
"404",2021-11-22,290.181871950318
"405",2021-11-23,290.181871950318
"406",2021-11-24,285.376312287446
"407",2021-11-25,285.006653851841
"408",2021-11-26,275.025876090492
"409",2021-11-27,276.907773580848
"410",2021-11-28,271.866976731682
"411",2021-11-29,272.807925476859
"412",2021-11-30,269.48099955641
"413",2021-12-01,260.609197101878
"414",2021-12-02,243.97456749963
"415",2021-12-03,262.0878308443
"416",2021-12-04,254.91309666232
"417",2021-12-05,252.207869019935
"418",2021-12-06,247.671151855685
"419",2021-12-07,250.998077776135
"420",2021-12-08,252.107053082951
"421",2021-12-09,262.0878308443
"422",2021-12-10,260.239538666272
"423",2021-12-11,255.433979003401
"424",2021-12-12,251.434946836396
"425",2021-12-13,249.519444033713
"426",2021-12-14,245.083542806447
"427",2021-12-15,245.822859677658
"428",2021-12-16,246.192518113263
"429",2021-12-17,244.713884370841
"430",2021-12-18,245.033134837955
"431",2021-12-19,245.100345462611
"432",2021-12-20,240.277983143575
"433",2021-12-21,249.149785598107
"434",2021-12-22,252.107053082951
"435",2021-12-23,252.107053082951
"436",2021-12-24,251.737394647346
"437",2021-12-25,253.26643635826
"438",2021-12-26,255.165136504779
"439",2021-12-27,252.107053082951
"440",2021-12-28,264.675439893538
"441",2021-12-29,258.391246488245
"442",2021-12-30,258.021588052639
"443",2021-12-31,258.044691704865
"444",2022-01-01,254.472867070827
"445",2022-01-02,245.748927990537
"446",2022-01-03,240.485916013603
"447",2022-01-04,249.519444033713
"448",2022-01-05,232.145497560254
"449",2022-01-06,220.686086056484
"450",2022-01-07,223.643353541328
"451",2022-01-08,223.021655263264
"452",2022-01-09,219.325070907209
"453",2022-01-10,218.468135442851
"454",2022-01-11,213.662575779979
"455",2022-01-12,219.577110749667
"456",2022-01-13,215.510867958007
"457",2022-01-14,209.965991423924
"458",2022-01-15,210.722110951299
"459",2022-01-16,208.453752369175
"460",2022-01-17,207.00872393908
"461",2022-01-18,205.160431761053
"462",2022-01-19,202.94248114742
"463",2022-01-20,212.923258908768
"464",2022-01-21,210.705308295135
"465",2022-01-22,207.00872393908
"466",2022-01-23,202.808059898109
"467",2022-01-24,204.790773325447
"468",2022-01-25,200.354872098181
"469",2022-01-26,185.938193109567
"470",2022-01-27,178.545024397457
"471",2022-01-28,175.218098477007
"472",2022-01-29,179.210409581547
"473",2022-01-30,177.482256395091
"474",2022-01-31,178.853073093795
"475",2022-02-01,180.498933271372
"476",2022-02-02,181.379072403766
"477",2022-02-03,175.957415348218
"478",2022-02-04,192.22238651486
"479",2022-02-05,186.268940130898
"480",2022-02-06,185.920590326919
"481",2022-02-07,184.459559367145
"482",2022-02-08,184.459559367145
"483",2022-02-09,190.743752772438
"484",2022-02-10,188.525802158805
"485",2022-02-11,186.307851545172
"486",2022-02-12,186.576694043794
"487",2022-02-13,186.072614358878
"488",2022-02-14,187.786485287594
"489",2022-02-15,176.696732219429
"490",2022-02-16,189.634777465622
"491",2022-02-17,192.22238651486
"492",2022-02-18,194.070678692888
"493",2022-02-19,195.801352277768
"494",2022-02-20,200.90935975159
"495",2022-02-21,203.681798018631
"496",2022-02-22,203.681798018631
"497",2022-02-23,208.117699245897
"498",2022-02-24,209.226674552713
"499",2022-02-25,211.814283601952
"500",2022-02-26,210.520479077333
"501",2022-02-27,210.992820411717
"502",2022-02-28,211.814283601952
"503",2022-03-01,210.271361435946
"504",2022-03-02,211.814283601952
"505",2022-03-03,205.899748632264
"506",2022-03-04,205.899748632264
"507",2022-03-05,205.862782788703
"508",2022-03-06,204.772290403667
"509",2022-03-07,204.421114889842
"510",2022-03-08,202.572822711814
"511",2022-03-09,204.113066193504
"512",2022-03-10,202.572822711814
"513",2022-03-11,209.965991423924
"514",2022-03-12,208.376460150821
"515",2022-03-13,209.789963597445
"516",2022-03-14,210.705308295135
"517",2022-03-15,210.705308295135
"518",2022-03-16,210.705308295135
"519",2022-03-17,210.705308295135
"520",2022-03-18,211.074966730741
"521",2022-03-19,211.595849071821
"522",2022-03-20,212.788837659457
"523",2022-03-21,211.074966730741
"524",2022-03-22,213.662575779979
"525",2022-03-23,219.946769185273
"526",2022-03-24,221.7950613633
"527",2022-03-25,222.534378234511
"528",2022-03-26,221.912679956448
"529",2022-03-27,222.937641982445
"530",2022-03-28,222.534378234511
"531",2022-03-29,221.055744492089
"532",2022-03-30,228.818571639805
"533",2022-03-31,228.818571639805
"534",2022-04-01,238.799349401153
"535",2022-04-02,232.447945371204
"536",2022-04-03,230.683666473996
"537",2022-04-04,231.775839124649
"538",2022-04-05,230.297205382227
"539",2022-04-06,221.7950613633
"540",2022-04-07,214.40189265119
"541",2022-04-08,209.596332988319
"542",2022-04-09,212.923258908768
"543",2022-04-10,211.84788891428
"544",2022-04-11,208.487357681502
"545",2022-04-12,209.596332988319
"546",2022-04-13,222.904036670117
"547",2022-04-14,219.577110749667
"548",2022-04-15,217.359160136034
"549",2022-04-16,214.015431559421
"550",2022-04-17,208.907424085599
"551",2022-04-18,206.639065503475
"552",2022-04-19,207.00872393908
"553",2022-04-20,195.179653999704
"554",2022-04-21,192.961703386071
"555",2022-04-22,188.1561437232
"556",2022-04-23,190.592528866963
"557",2022-04-24,189.197908405361
"558",2022-04-25,185.198876238356
"559",2022-04-26,192.592044950466
"560",2022-04-27,192.592044950466
"561",2022-04-28,191.483069643649
"562",2022-04-29,185.938193109567
"563",2022-04-30,187.971314505397
"564",2022-05-01,187.029565633735
"565",2022-05-02,186.677509980778
"566",2022-05-03,187.416826851989
"567",2022-05-04,182.611267189117
"568",2022-05-05,182.241608753512
"569",2022-05-06,178.175365961851
"570",2022-05-07,177.673686656387
"571",2022-05-08,172.630489427769
"572",2022-05-09,168.694714319263
"573",2022-05-10,170.412538814136
"574",2022-05-11,168.564246636108
"575",2022-05-12,157.474493567943
"576",2022-05-13,158.953127310365
"577",2022-05-14,160.582984958262
"578",2022-05-15,160.381353084296
"579",2022-05-16,159.322785745971
"580",2022-05-17,161.910394795209
"581",2022-05-18,162.64971166642
"582",2022-05-19,161.540736359604
"583",2022-05-20,163.389028537631
"584",2022-05-21,162.498487760945
"585",2022-05-22,162.12882932534
"586",2022-05-23,163.389028537631
"587",2022-05-24,159.322785745971
"588",2022-05-25,162.280053230815
"589",2022-05-26,158.58346887476
"590",2022-05-27,161.540736359604
"591",2022-05-28,163.160192363209
"592",2022-05-29,166.253881413574
"593",2022-05-30,168.564246636108
"594",2022-05-31,170.782197249741
"595",2022-06-01,169.057124550249
"596",2022-06-02,167.824929764897
"597",2022-06-03,168.564246636108
"598",2022-06-04,167.640100547094
"599",2022-06-05,166.260990229643
"600",2022-06-06,165.175710976391
"601",2022-06-07,163.758686973237
"602",2022-06-08,164.128345408842
"603",2022-06-09,168.194588200503
"604",2022-06-10,165.237320715659
"605",2022-06-11,157.625717473418
"606",2022-06-12,146.95603080935
"607",2022-06-13,147.124057370989
"608",2022-06-14,142.688156143723
"609",2022-06-15,107.200946325595
"610",2022-06-16,109.418896939228
"611",2022-06-17,109.788555374834
"612",2022-06-18,110.880728025486
"613",2022-06-19,109.133251784442
"614",2022-06-20,110.527872246045
"615",2022-06-21,110.527872246045
"616",2022-06-22,103.134703533935
"617",2022-06-23,103.134703533935
"618",2022-06-24,109.418896939228
"619",2022-06-25,108.242711007756
"620",2022-06-26,109.452502251556
"621",2022-06-27,112.376164424072
"622",2022-06-28,108.679580068017
"623",2022-06-29,109.788555374834
"624",2022-06-30,107.570604761201
"625",2022-07-01,103.50436196954
"626",2022-07-02,106.310405548909
"627",2022-07-03,107.301762262578
"628",2022-07-04,104.982995711962
"629",2022-07-05,110.89753068165
"630",2022-07-06,110.527872246045
"631",2022-07-07,117.181724086944
"632",2022-07-08,121.61762531421
"633",2022-07-09,117.870632989663
"634",2022-07-10,117.786619708844
"635",2022-07-11,117.921040958155
"636",2022-07-12,115.333431908916
"637",2022-07-13,117.181724086944
"638",2022-07-14,120.878308442999
"639",2022-07-15,115.703090344522
"640",2022-07-16,116.106354092455
"641",2022-07-17,114.946970817147
"642",2022-07-18,114.2244566021
"643",2022-07-19,112.745822859678
"644",2022-07-20,113.115481295283
"645",2022-07-21,116.072748780127
"646",2022-07-22,123.465917492237
"647",2022-07-23,122.323336873093
"648",2022-07-24,125.667065449706
"649",2022-07-25,130.489427768742
"650",2022-07-26,127.162501848292
"651",2022-07-27,123.835575927843
"652",2022-07-28,125.314209670265
"653",2022-07-29,129.750110897531
"654",2022-07-30,127.179304504456
"655",2022-07-31,126.792843412687
"656",2022-08-01,128.271477155109
"657",2022-08-02,122.356942185421
"658",2022-08-03,126.053526541476
"659",2022-08-04,128.271477155109
"660",2022-08-05,129.380452461925
"661",2022-08-06,129.565281679728
"662",2022-08-07,131.329560576936
"663",2022-08-08,131.228744639953
"664",2022-08-09,136.034304302824
"665",2022-08-10,130.859086204347
"666",2022-08-11,133.446695253586
"667",2022-08-12,135.294987431613
"668",2022-08-13,134.884255836496
"669",2022-08-14,136.139920998711
"670",2022-08-15,137.554011204758
"671",2022-08-16,138.252254916457
"672",2022-08-17,137.512938045246
"673",2022-08-18,138.991571787668
"674",2022-08-19,137.882596480852
"675",2022-08-20,136.437568050757
"676",2022-08-21,134.270025405616
"677",2022-08-22,136.034304302824
"678",2022-08-23,127.532160283898
"679",2022-08-24,130.119769333136
"680",2022-08-25,128.271477155109
"681",2022-08-26,129.750110897531
"682",2022-08-27,127.767397470192
"683",2022-08-28,126.036723885312
"684",2022-08-29,121.61762531421
"685",2022-08-30,125.68386810587
"686",2022-08-31,134.186012124797
"687",2022-09-01,123.096259056632
"688",2022-09-02,124.574892799054
"689",2022-09-03,124.205234363448
"690",2022-09-04,122.474560778568
"691",2022-09-05,123.835575927843
"692",2022-09-06,118.660357829366
"693",2022-09-07,116.812065651338
"694",2022-09-08,116.812065651338
"695",2022-09-09,117.666900783676
"696",2022-09-10,117.62531420967
"697",2022-09-11,117.884075114594
"698",2022-09-12,117.967248262605
"699",2022-09-13,119.769333136182
"700",2022-09-14,117.181724086944
"701",2022-09-15,114.963773473311
"702",2022-09-16,113.854798166494
"703",2022-09-17,115.383839877408
"704",2022-09-18,115.451050502063
"705",2022-09-19,116.442407215733
"706",2022-09-20,116.442407215733
"707",2022-09-21,114.963773473311
"708",2022-09-22,110.158213810439
"709",2022-09-23,106.461629454384
"710",2022-09-24,107.217748981759
"711",2022-09-25,104.495718683209
"712",2022-09-26,104.243678840751
"713",2022-09-27,103.50436196954
"714",2022-09-28,96.1111932574301
"715",2022-09-29,97.5898269998521
"716",2022-09-30,99.8077776134851
"717",2022-10-01,98.8630949447155
"718",2022-10-02,98.3819522190068
"719",2022-10-03,97.8773391164342
"720",2022-10-04,99.4381191778796
"721",2022-10-05,96.1111932574301
"722",2022-10-06,96.8505101286411
"723",2022-10-07,90.9359751589531
"724",2022-10-08,92.578901539422
"725",2022-10-09,89.5893622863902
"726",2022-10-10,87.0750981648512
"727",2022-10-11,87.6090492385036
"728",2022-10-12,84.6517817536596
"729",2022-10-13,80.9551973976046
"730",2022-10-14,87.2393908028981
"731",2022-10-15,85.6599411234928
"732",2022-10-16,85.9455862782789
"733",2022-10-17,85.0214401892651
"734",2022-10-18,89.0876829809256
"735",2022-10-19,87.6090492385036
"736",2022-10-20,83.5428064468431
"737",2022-10-21,83.1731480112376
"738",2022-10-22,84.4333472235291
"739",2022-10-23,84.6685844098235
"740",2022-10-24,83.5428064468431
"741",2022-10-25,87.2393908028981
"742",2022-10-26,85.0214401892651
"743",2022-10-27,87.9787076741091
"744",2022-10-28,87.9787076741091
"745",2022-10-29,88.4155767343702
"746",2022-10-30,89.5077493850228
"747",2022-10-31,89.4573414165311
"748",2022-11-01,90.1966582877421
"749",2022-11-02,93.8932426437971
"750",2022-11-03,92.0449504657696
"751",2022-11-04,90.5663167233476
"752",2022-11-05,91.994542497278
"753",2022-11-06,92.733859368489
"754",2022-11-07,91.3056335945586
"755",2022-11-08,95.7415348218246
"756",2022-11-09,96.4808516930356
"757",2022-11-10,93.5235842081916
"758",2022-11-11,104.243678840751
"759",2022-11-12,100.244646673746
"760",2022-11-13,101.067976825777
"761",2022-11-14,100.177436049091
"762",2022-11-15,102.025728227118
"763",2022-11-16,103.874020405146
"764",2022-11-17,105.722312583173
"765",2022-11-18,101.286411355907
"766",2022-11-19,102.227360101085
"767",2022-11-20,101.740083072332
"768",2022-11-21,101.656069791513
"769",2022-11-22,97.5898269998521
"770",2022-11-23,104.243678840751
"771",2022-11-24,105.722312583173
"772",2022-11-25,102.765045098329
"773",2022-11-26,103.537967281868
"774",2022-11-27,104.260481496915
"775",2022-11-28,102.025728227118
"776",2022-11-29,106.461629454384
"777",2022-11-30,105.722312583173
"778",2022-12-01,113.485139730889
"779",2022-12-02,111.636847552861
"780",2022-12-03,110.729504120011
"781",2022-12-04,110.393450996734
"782",2022-12-05,112.376164424072
"783",2022-12-06,107.200946325595
"784",2022-12-07,107.200946325595
"785",2022-12-08,107.200946325595
"786",2022-12-09,115.703090344522
"787",2022-12-10,113.216297232266
"788",2022-12-11,115.014181441802
"789",2022-12-12,116.072748780127
"790",2022-12-13,114.963773473311
"791",2022-12-14,120.508650007393
"792",2022-12-15,116.442407215733
"793",2022-12-16,121.247966878604
"794",2022-12-17,120.491847351229
"795",2022-12-18,122.088099686799
"796",2022-12-19,123.465917492237
"797",2022-12-20,120.138991571788
"798",2022-12-21,124.944551234659
"799",2022-12-22,129.380452461925
"800",2022-12-23,129.380452461925
"801",2022-12-24,127.616173564717
"802",2022-12-25,127.246515129112
"803",2022-12-26,126.792843412687
"804",2022-12-27,126.053526541476
"805",2022-12-28,125.68386810587
"806",2022-12-29,128.271477155109
"807",2022-12-30,127.162501848292
"808",2022-12-31,127.109693500349
"809",2023-01-01,127.080355529269
"810",2023-01-02,125.314209670265
"811",2023-01-03,130.489427768742
"812",2023-01-04,126.792843412687
"813",2023-01-05,127.162501848292
"814",2023-01-06,124.205234363448
"815",2023-01-07,126.389579664753
"816",2023-01-08,127.011277942817
"817",2023-01-09,128.271477155109
"818",2023-01-10,126.053526541476
"819",2023-01-11,129.01079402632
